Name,UUID,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],CH4 [kg],N20 [kg]
"Electricity; at grid; consumption mix - Homestead, City of - BA",508df429-7abf-33f4-9821-e08322019614,1,MJ,0.405704387,0.005177104,0.000383798,5.15E-09,0.179675295,0.365913776,0.001380025,2.01E-06
Electricity; at user; consumption mix - El Paso Electric Company - BA,231ed52a-5ec4-3216-9f16-3cbf4a7bb794,1,MJ,0.209240196,0.000399545,2.67E-05,1.57E-09,0.012319502,0.197859996,0.000390874,1.49E-06
Electricity; at grid; consumption mix - New York Independent System Operator - BA,3aed3164-bbec-3d54-a483-508a7765a9fd,1,MJ,0.084463172,0.000184797,1.41E-05,2.58E-10,0.004907337,0.079612698,0.000165171,6.91E-07
Electricity; at grid; generation mix - Southwestern Power Administration,3e743e40-fcc2-39e0-94ce-e751657bec18,1,MJ,0.079741611,0.000271408,7.27E-06,1.78E-09,0.002195278,0.077181558,8.02E-05,1.14E-06
"coal extraction and processing - Northern Appalachia, WC, Processing",810e53f2-ef95-3b7d-95c2-e3b276749659,1,kg,0.384651341,0.00041738,2.18E-05,7.11E-10,0.007769148,0.064085541,0.011440219,8.20E-07
"coal extraction and processing - Southern Appalachia, BIT, Underground",d0af00d8-c73b-3285-b913-4547f1acfd39,1,kg,0.674058639,0.000430963,2.34E-05,8.28E-10,0.008719534,0.072928539,0.021460584,8.05E-07
"Electricity; at user; consumption mix - Homestead, City of - BA",158d45f2-00fb-38c0-be2c-fb7e620ab533,1,MJ,0.425628516,0.005431352,0.000402646,5.40E-09,0.188499143,0.38388379,0.001447798,2.11E-06
Electricity; at grid; generation mix - Western Area Power Administration - Rocky Mountain Region,31412f1f-a359-397f-b886-6b42547c7a63,1,MJ,0.267263635,0.000353277,1.64E-05,4.26E-09,0.00713144,0.261083959,0.000181447,4.00E-06
"coal extraction and processing - Powder River Basin, SUB, Surface",803c1666-7b66-305d-93f8-5ce0090467ea,1,kg,0.031540082,0.000244201,1.47E-05,6.91E-11,0.005460086,0.013135923,0.000655962,1.33E-07
Electricity; at grid; consumption mix - Public Utility District No. 1 of Chelan County - BA,33c05d14-fa45-3b60-bef8-768168b22db9,1,MJ,0.010073715,1.97E-05,1.76E-06,3.81E-11,0.000591252,0.009579469,1.66E-05,9.86E-08
Electricity; at grid; generation mix - Ontario IESO,39409116-309b-3e69-b3b8-199eca63ba43,1,MJ,0.028420306,9.71E-05,8.70E-06,7.38E-11,0.002097118,0.02552991,9.83E-05,2.40E-07
coal transport - Barge,4921deff-38c1-3912-b780-4b95870312f4,1,t*km,0.026510248,0.000660898,3.88E-05,4.93E-11,0.014151918,0.026441365,8.61E-07,1.68E-07
Electricity; at grid; consumption mix - JEA - BA,018019c9-b57c-3bc7-ae20-4fcb66243960,1,MJ,0.222801044,0.000454448,2.28E-05,2.51E-09,0.01003215,0.216152336,0.000212599,2.47E-06
"coal extraction and processing - Central Appalachia, BIT, Processing",de122d83-123a-331e-85bc-bc14026410c6,1,kg,0,0,0,0,0,0,0,0
Electricity; at user; consumption mix - PacifiCorp West - BA,4502179f-467b-3952-b284-863fecbd2acb,1,MJ,0.060893207,9.85E-05,8.22E-06,5.47E-10,0.003029396,0.056789826,0.000139785,6.70E-07
Electricity; at grid; generation mix - PowerSouth Energy Cooperative,2a168695-7237-396a-8057-ff3720cd5aee,1,MJ,0.205814415,0.000402186,2.48E-05,1.98E-09,0.0112602,0.195741104,0.000341611,1.79E-06
"coal extraction and processing - West/Northwest, BIT, Underground",4985f54b-22a8-32af-8bbb-76d4fcbec124,1,kg,0.029905893,0.000246389,1.48E-05,7.13E-11,0.005523355,0.014757123,0.000539525,1.51E-07
"coal extraction and processing - Northern Appalachia, BIT, Underground",03e8db46-f10c-3301-ba6f-d4e547275637,1,kg,0.410566418,0.000420393,2.19E-05,7.63E-10,0.007795665,0.067717208,0.012235505,8.72E-07
"coal extraction and processing - Powder River Basin, BIT, Surface",000d5e3f-2e31-3eed-9f20-f22253999c89,1,kg,0.031540082,0.000244201,1.47E-05,6.91E-11,0.005460086,0.013135923,0.000655962,1.33E-07
"coal extraction and processing - Northern Appalachia, WC, Surface",1640342b-302d-3302-bb9b-0c930fe6fd10,1,kg,0.384651341,0.00041738,2.18E-05,7.11E-10,0.007769148,0.064085541,0.011440219,8.20E-07
"coal extraction and processing - Central Interior, BIT, Underground",37ac96e7-8046-3510-9194-36ad3798272d,1,kg,0.289865743,0.000520722,2.58E-05,1.68E-09,0.009423249,0.091732148,0.007064119,1.19E-06
"coal extraction and processing - Import, SUB, Surface",1a73f88c-2549-3676-a049-09481b4d781f,1,kg,0.031512218,0.000244326,1.47E-05,6.94E-11,0.005463847,0.013233574,0.000651469,1.34E-07
"coal extraction and processing - Illinois Basin, BIT, Surface",159062b6-9dd4-3760-869c-668b8b13c1f9,1,kg,0.055713475,0.000401803,2.17E-05,2.08E-10,0.007796231,0.024029678,0.00112918,2.36E-07
"Transport, transit bus, gasoline powered",eef0b665-299e-3de6-9edc-9e13a3adbdf0,1,p*km,0.107824092,0.000476284,7.20E-05,2.26E-10,0.017193098,0.106361778,1.52E-05,3.91E-06
"Forest residue, preprocessed, at conversion facility",2753c5de-221b-369a-84de-689d354b8b2d,1000,kg,17.66970438,0.134621926,0.014753614,1.91E-06,4.29208781,17.3592906,0.008542706,0.000248943
"Transport, intercity bus, diesel powered, East North Central",f16cca9e-8d63-3dca-a1a6-7e3f9e54b313,1,p*km,0.051011424,0.000527972,5.55E-05,1.19E-10,0.018482144,0.050803974,5.99E-06,1.47E-07
"Mixed recyclables, at collection, curbside, weight basis",97779324-2f80-3950-a8e0-4b2bd32f951f,1,kg,0.079592171,0.000355005,5.32E-05,1.59E-10,0.012318694,0.078717835,8.36E-06,2.41E-06
"Transport, single unit truck, gasoline powered",d397dd56-dc53-37a1-956b-5da3aaa81a6f,1,t*km,0.168901598,0.000624092,0.000109595,3.64E-10,0.02203971,0.166127929,4.40E-05,5.81E-06
"Transport, refuse truck, diesel powered, West North Central",077f9944-eca8-3f2d-b1ee-cdbc115ff0eb,1,t*km,0.124380774,0.00111098,0.000124188,2.89E-10,0.038867941,0.123874267,1.46E-05,3.62E-07
"Transport, school bus, diesel powered",0a67401f-bc99-3993-adbb-3b9ccfeb1c42,1,p*km,0.014458184,0.000137869,1.50E-05,3.39E-11,0.004836851,0.014379055,2.06E-06,7.98E-08
"Mixed recyclables, at collection, curbside, volume basis",5eff00a9-58ca-322a-b951-07c86d7fd9fa,1,m3,0.162921122,0.000726678,0.000108877,3.26E-10,0.025215741,0.161131401,1.71E-05,4.94E-06
"Transport, intercity bus, diesel powered, Northwest",06dc4c32-4219-33f8-9d37-9238da24709f,1,p*km,0.050974841,0.000535274,5.60E-05,1.19E-10,0.018737434,0.050767797,5.97E-06,1.48E-07
"Transport, transit bus, diesel powered, Southwest",9b7bef6f-60c3-38fa-9d32-3b1c0c82f866,1,p*km,0.118551473,0.001323328,0.000135081,2.76E-10,0.04635677,0.118039499,1.43E-05,4.09E-07
"Transport, combination truck, short-haul, diesel powered, East North Central",fecba951-c031-36f7-abe3-007dd58adbf5,1,t*km,0.116759586,0.000893807,0.000107144,2.72E-10,0.03123267,0.116296437,1.36E-05,3.09E-07
"Transport, passenger car, gasoline powered",553fff99-b003-39a4-b53e-a9b3da050c71,1,p*km,0.192042159,0.00055198,0.00011449,4.31E-10,0.019048296,0.189692264,2.90E-05,5.79E-06
"Transport, single unit truck, long-haul, gasoline powered, Alaska",e418b402-e2ca-3987-a03c-752cb578aa4d,1,t*km,0.392541443,0.001984942,0.00028876,8.79E-10,0.070970399,0.387119721,6.15E-05,1.39E-05
"Transport, motorcycle, gasoline powered",22dfa934-0329-347b-be34-e638548f4ae0,1,p*km,0.263837244,0.000739091,0.000158119,6.00E-10,0.033477241,0.260971156,7.00E-05,3.40E-06
"Transport, light commercial truck, gasoline powered, West",d4732ba6-12cf-359d-9993-fadd77745716,1,t*km,0.715112341,0.002741325,0.000469132,1.59E-09,0.097559072,0.700139366,0.000126731,4.31E-05
"Transport, transit bus, diesel powered, East North Central",0bc23cda-623c-347a-acf8-a530f22a9a1d,1,p*km,0.113790275,0.001268004,0.000129512,2.65E-10,0.044426272,0.113289946,1.40E-05,4.00E-07
"Transport, refuse truck, diesel powered, South",305caade-c895-33b0-90d7-4641bcf4741e,1,t*km,0.131619475,0.001068673,0.000124641,3.06E-10,0.037392945,0.131081436,1.54E-05,3.93E-07
"Transport, refuse truck, diesel powered, Hawaii",f7dbe13e-5a57-3360-812a-c99bd94e1e9b,1,t*km,0.134092198,0.001044284,0.000124168,3.12E-10,0.03654328,0.133541042,1.57E-05,4.11E-07
"Mixed recyclables, recovered for material recycling facility (MRF)",e93ae1c1-8454-328d-aef7-3698311ae06a,1,kg,0.100389915,0.000395077,6.47E-05,2.09E-10,0.01368599,0.099269594,1.19E-05,2.96E-06
"Transport, light commercial truck, gasoline powered, Northeast",d7c148c2-8d03-3edb-817f-bc8e63621987,1,t*km,0.709944013,0.002845437,0.000473188,1.58E-09,0.10138876,0.694895281,0.000139015,4.21E-05
"Transport, passenger car, diesel powered",c01e63be-688d-36c6-ba41-07d900691186,1,p*km,0.212790638,0.000782772,0.000142602,5.00E-10,0.027270356,0.211787086,2.95E-05,6.55E-07
"Transport, school bus, diesel powered, West",ed7627f8-4d2e-3c59-b61e-b1cc6a37f6a9,1,p*km,0.015361566,0.000142747,1.57E-05,3.57E-11,0.005011431,0.015278667,2.10E-06,9.05E-08
"Transport, single unit truck, long-haul, diesel powered, Hawaii",d7ac1ad3-e087-3e08-9a5e-2474048c5ba2,1,t*km,0.44838255,0.002493183,0.0003519,1.04E-09,0.087047363,0.446281773,5.76E-05,1.81E-06
"Transport, motor home, gasoline powered",1b506801-d9d6-37a7-b5d2-7d6414373f3c,1,p*km,0.205807304,0.001188103,0.000161868,4.67E-10,0.04316501,0.203168028,3.34E-05,6.42E-06
"Transport, school bus, diesel powered, Hawaii",0ff039bd-cecc-3149-bd0c-b30a8a5b0f08,1,p*km,0.014689502,0.000121622,1.41E-05,3.41E-11,0.004265528,0.014616495,1.81E-06,8.38E-08
"Transport, intercity bus, diesel powered, Southeast",a0635262-38b8-31e0-8e73-a1b28437632d,1,p*km,0.052712905,0.000504459,5.48E-05,1.23E-10,0.017659625,0.052500028,6.13E-06,1.52E-07
"Transport, intercity bus, diesel powered, South",d927432a-8d91-3d3c-987f-bec808f1ec68,1,p*km,0.052424619,0.00050032,5.44E-05,1.22E-10,0.017514148,0.052213278,6.10E-06,1.50E-07
"Transport, transit bus, diesel powered, West",71b5dcdf-bdc9-3033-a08c-4186b675de31,1,p*km,0.120028358,0.00131076,0.000134971,2.79E-10,0.045952906,0.119502289,1.45E-05,4.45E-07
"Transport, transit bus, diesel powered, South",dd07a541-0512-3a69-a831-bd6d341308fe,1,p*km,0.117751798,0.001203233,0.000127137,2.74E-10,0.04215462,0.117247169,1.41E-05,4.09E-07
"Transport, combination truck, short-haul, diesel powered, West North Central",db7c00e1-bed3-3233-a801-00b700aadeda,1,t*km,0.114079945,0.000882774,0.000105299,2.65E-10,0.03083989,0.113633643,1.31E-05,2.89E-07
"Mixed recyclables, sorted, at material recycling facility (MRF)",b5c35450-2b29-3f72-b6bf-1836a9d55100,1,kg,0.138678269,0.000500037,8.27E-05,4.07E-10,0.017041057,0.136741997,3.21E-05,3.90E-06
"Wheat straw, at conversion plant, 2022",f002e825-5cb6-3949-be51-863c7fe5d5da,1000,kg,48.05687312,0.577538962,0.090853039,4.27E-07,2.635990942,36.67367252,0.05649004,0.036954066
"Transport, refuse truck, diesel powered, Southwest",57daae53-7301-327d-9a32-b3b3ce19e04f,1,t*km,0.131087932,0.001163447,0.00013041,3.05E-10,0.04070783,0.130551,1.54E-05,3.92E-07
"Aluminum recovery, transport, to plant",d20197e1-967f-35cb-95c1-0dbde806c367,1,kg,0.036674923,0.000153722,2.40E-05,7.40E-11,0.005314751,0.036363578,3.68E-06,7.84E-07
"Transport, combination truck, short-haul, diesel powered, Southeast",f6cac940-4ce5-3c3c-8393-66ad74b185c9,1,t*km,0.119952724,0.000850497,0.000105789,2.79E-10,0.029718825,0.119479058,1.39E-05,3.16E-07
"Transport, pipeline, natural gas",57cdac3b-a289-330e-8e55-6b7e2c6885fb,1,t*km,0.157865895,4.08E-05,2.51E-06,3.08E-12,0.001364661,0.027538708,0.004654267,2.89E-08
"Transport, school bus, diesel powered, West North Central",1a7aee1b-bc8e-3521-8864-b9efadc3a871,1,p*km,0.01411119,0.00014107,1.50E-05,3.28E-11,0.004948297,0.014034293,2.08E-06,6.99E-08
"Transport, intercity bus, diesel powered",2087543e-37d4-3a37-b351-e134cbe3e538,1,p*km,0.051433602,0.000520863,5.55E-05,1.21E-10,0.018234345,0.051222907,6.07E-06,1.51E-07
"Transport, combination truck, short-haul, diesel powered, Hawaii",d3a056d7-9199-3c1d-9947-c486e03d529c,1,t*km,0.123058524,0.000836519,0.000106248,2.86E-10,0.0292368,0.122566189,1.43E-05,3.41E-07
"Transport, combination truck, long-haul, diesel powered, East North Central",eb180616-8607-3906-9bf7-2d97b4cca501,1,t*km,0.099373779,0.000829497,9.55E-05,2.31E-10,0.029008513,0.098900316,1.44E-05,2.55E-07
"Transport, passenger truck, diesel powered",cef0fa12-65ae-3672-a989-49e304c7ba53,1,p*km,0.315279219,0.00205975,0.000268165,7.40E-10,0.072037117,0.313661398,4.30E-05,1.54E-06
"Transport, light commercial truck, diesel powered, South",d520d6bf-0b51-37d3-bc17-c7047faace09,1,t*km,0.949561919,0.006996518,0.000853771,2.21E-09,0.245388441,0.944995144,0.000118531,4.65E-06
"Transport, refuse truck, diesel powered",16d56c2f-7a14-33c1-863d-baecbc1b5170,1,t*km,0.129168164,0.001114926,0.000127072,3.03E-10,0.039015118,0.128631849,1.53E-05,3.95E-07
"Transport, combination truck, average fuel mix",dce702f1-03a1-3fe9-bb48-94a5217fd8cb,1,t*km,0.099152333,0.000417731,6.48E-05,1.99E-10,0.014430855,0.098315423,9.80E-06,2.12E-06
"Switchgrass, at conversion plant, 2022",4c6f7612-c4b8-36d1-803a-8fb067b1b319,1000,kg,479.4272641,2.511069081,0.161688329,8.39E-07,4.04993344,431.463925,0.120277182,0.168219778
"Transport, motor home, diesel powered",7687e959-9eed-3227-9fe9-29173b951f34,1,p*km,0.692604439,0.007013936,0.000746908,1.63E-09,0.245543531,0.689767223,8.17E-05,2.03E-06
"Transport, combination truck, short-haul, diesel powered, South",fe497d56-db73-3867-9356-ac5631405ab1,1,t*km,0.119732114,0.000846461,0.000105439,2.78E-10,0.029576819,0.119259548,1.38E-05,3.15E-07
"Transport, intercity bus, diesel powered, Northeast",f781b4ee-27d2-32c0-a2d1-bb661f88141b,1,p*km,0.052123125,0.000535685,5.65E-05,1.21E-10,0.018753162,0.051910334,6.12E-06,1.53E-07
"Transport, transit bus, diesel powered, Northwest",ec65cbcc-bd0f-3359-9fab-a7f89e7e0aef,1,p*km,0.114940872,0.001296193,0.000131792,2.67E-10,0.045410662,0.114438583,1.41E-05,4.03E-07
"Mixed recyclables, at collection, dropoff center",d04ff0ad-5535-353e-aabc-27b89137bc92,1,kg,0.184360473,0.000529901,0.00010991,4.14E-10,0.018286364,0.182104574,2.78E-05,5.56E-06
"Mixed recyclables, at collection, commercial",d4647fd6-57bf-3557-b3fe-be8dbc0eb6da,1,kg,0.114866262,0.000483935,7.51E-05,2.31E-10,0.016717896,0.113896717,1.14E-05,2.45E-06
"Transport, school bus, diesel powered, Southeast",7a44c9fa-db0b-3bec-8086-e4b7bf60d141,1,p*km,0.014702158,0.000131013,1.47E-05,3.41E-11,0.004595569,0.014625756,1.97E-06,7.96E-08
"Transport, intercity bus, diesel powered, West",f7304101-1cce-3395-91ca-e38fbdc16abb,1,p*km,0.053631131,0.000538805,5.73E-05,1.25E-10,0.018875193,0.053412083,6.28E-06,1.60E-07
"Transport, passenger truck, gasoline powered",77b42094-983d-38b5-bb10-90ae9b5f598c,1,p*km,0.236232745,0.000897101,0.000155611,5.33E-10,0.031879141,0.231658262,4.31E-05,1.27E-05
"Transport, intercity bus, diesel powered, Alaska",83fff53a-ffc2-3d4f-8141-69264f86b529,1,p*km,0.050475782,0.000546862,5.64E-05,1.17E-10,0.019142504,0.050270618,5.94E-06,1.44E-07
"Transport, refuse truck, diesel powered, East North Central",f10a3980-2f50-3f3c-be84-abb02ff0ba33,1,t*km,0.127796354,0.001128204,0.000126749,2.97E-10,0.039477801,0.12727009,1.51E-05,3.85E-07
"Transport, light commercial truck, gasoline powered, Central",fcc53e1b-80ea-3c3b-8fcc-410cd543e2c7,1,t*km,0.704288665,0.002888165,0.000473528,1.57E-09,0.103052785,0.689366152,0.00013775,4.17E-05
"Transport, school bus, gasoline powered",58d87aee-291c-3c61-9d6f-e8ba8dba94cc,1,p*km,0.014630385,0.000121543,1.37E-05,3.22E-11,0.004582053,0.014010438,7.75E-06,1.52E-06
"Transport, refuse truck, diesel powered, Southeast",015667f8-18c8-3f3c-bcb9-903185af6f04,1,t*km,0.13251892,0.001078496,0.00012565,3.08E-10,0.037738813,0.131975953,1.55E-05,3.99E-07
"Deposit containers, at collection",cd7fcea7-4b13-36ad-be07-e6fa09cb680b,1,kg,0.039580528,0.000158991,2.22E-05,1.78E-10,0.005294709,0.038819786,1.70E-05,1.06E-06
"Transport, transit bus, diesel powered, Southeast",8e4ff6b0-ab17-32f5-bf1e-feea2d36ef41,1,p*km,0.117198428,0.001207058,0.000127137,2.72E-10,0.042290309,0.116694178,1.40E-05,4.12E-07
"Transport, refuse truck, diesel powered, Alaska",a3a1912e-3182-33e9-be73-4997c03d5261,1,t*km,0.126260991,0.001167531,0.000128522,2.93E-10,0.040852602,0.125741962,1.49E-05,3.75E-07
"Transport, transit bus, diesel powered, Alaska",5338cf67-3f06-3a0f-81ab-1f7ee8d449f7,1,p*km,0.115160691,0.001336754,0.000134409,2.67E-10,0.046832634,0.114651271,1.44E-05,3.92E-07
"Transport, school bus, diesel powered, Southwest",f54c5355-f6cf-3a17-8564-d01fb359af48,1,p*km,0.014866642,0.000145703,1.57E-05,3.45E-11,0.005110493,0.01478685,2.10E-06,7.87E-08
"Glass fiber, reinforced polymer; fine ground; from wind turbine; at site",6986d506-b365-456c-8111-276972f6b5a4,1,kg,0.041072787,8.88E-05,4.70E-06,6.12E-10,0.001885691,0.038868422,7.36E-05,4.91E-07
"Deposit containers, at collection, California Refund Value, CRV",fadc1941-94ca-3a5d-aea9-429cd0d76a08,1,kg,0.122652773,0.000501077,7.60E-05,3.45E-10,0.017090372,0.121272133,2.51E-05,2.55E-06
"Transport, school bus, diesel powered, East North Central",eaf32f1e-3780-3ccc-b6b0-1e0898524284,1,p*km,0.014233739,0.000141248,1.51E-05,3.30E-11,0.004956522,0.014152863,2.16E-06,7.65E-08
"Transport, refuse truck, diesel powered, Northeast region",7ac14cbe-026f-3e50-9e49-831fbc193e4b,1,t*km,0.13102536,0.001148965,0.000129459,3.05E-10,0.040207126,0.130483657,1.55E-05,4.02E-07
"Transport, intercity bus, diesel powered, Central",df931de6-d0ae-30d4-889c-eca58275703c,1,p*km,0.051654396,0.000522031,5.54E-05,1.20E-10,0.018274105,0.051445076,6.04E-06,1.49E-07
"Transport, school bus, diesel powered, Northwest",465aca90-3640-3851-a864-01b1c1b247d0,1,p*km,0.01436557,0.000143238,1.53E-05,3.34E-11,0.005025268,0.014285751,2.11E-06,7.74E-08
"Transport, single unit truck, short-haul, diesel powered, West",e0009e43-946e-3bb6-90ea-4885d1206a9f,1,t*km,0.363546588,0.0022995,0.000303043,8.45E-10,0.080369741,0.36180478,4.76E-05,1.52E-06
"Transport, transit bus, diesel powered",ab489078-bfc7-3ff7-9af9-aaca6b225cfd,1,p*km,0.11513414,0.001255496,0.000129812,2.70E-10,0.043988013,0.114628387,1.41E-05,4.11E-07
"Transport, refuse truck, diesel powered, West region",39ed6465-2011-3119-8d81-df93767acb0d,1,t*km,0.134916962,0.001155676,0.000131628,3.14E-10,0.040473124,0.134358671,1.59E-05,4.19E-07
"Corn stover, at conversion plant, 2022",8ccbedef-d726-3fae-a848-a6d41aeab5a4,1,kg,7.13317748,0.027783041,0.005109033,1.71E-08,0.915462682,7.024529429,0.001112752,0.000292003
"Transport, school bus, diesel powered, Alaska",03ea6a34-7abd-3220-a6c7-9b14a551b9f7,1,p*km,0.014398326,0.00015285,1.59E-05,3.34E-11,0.005364344,0.014312505,2.36E-06,7.42E-08
"Transport, combination truck, long-haul, diesel powered, Southwest",e7827862-9c3d-3c15-ac17-e1298e632788,1,t*km,0.102227938,0.000901642,0.000101294,2.37E-10,0.031537203,0.101703224,1.63E-05,2.56E-07
"Transport, light commercial truck, gasoline powered, Southeast",d9919764-fed6-3a87-8d64-ba028baf7183,1,t*km,0.712835474,0.002825308,0.000473229,1.59E-09,0.100593555,0.698028626,0.000129611,4.21E-05
"Transport, school bus, diesel powered, South",19cb866e-1cfc-3007-b64e-5c5c75492cff,1,p*km,0.014703479,0.000130189,1.46E-05,3.42E-11,0.004566368,0.01462759,1.96E-06,7.82E-08
"Transport, intercity bus, diesel powered, Hawaii",873b8879-eb22-3c60-b224-1a3aa8f2eadd,1,p*km,0.053263925,0.000486979,5.39E-05,1.24E-10,0.017048717,0.053048276,6.19E-06,1.57E-07
"Transport, intercity bus, diesel powered, West North Central",a92f1110-9bee-3fa5-82c9-a922cfa84c06,1,p*km,0.050003709,0.000524746,5.49E-05,1.16E-10,0.018367171,0.049802401,5.84E-06,1.40E-07
"Transport, single unit truck, short-haul, diesel powered, Hawaii",f012475f-903b-3e4e-9388-5200abdb7395,1,t*km,0.35724667,0.002041514,0.000283861,8.30E-10,0.071268993,0.355574254,4.56E-05,1.47E-06
"Transport, single unit truck, short-haul, gasoline powered, Central",d830df5e-0121-309e-a1dc-2e6c14e7fa91,1,t*km,0.329638947,0.001627284,0.000239386,7.35E-10,0.058383066,0.323413306,7.37E-05,1.57E-05
"Transport, transit bus, diesel powered, Central",5ba6a086-dc74-3b94-918e-f09e9e8a6aae,1,p*km,0.116134968,0.001260688,0.000130061,2.70E-10,0.04416819,0.115629671,1.41E-05,4.05E-07
"Transport, refuse truck, diesel powered, Northwest",a0b22839-812d-3279-839f-9388f01c96de,1,t*km,0.127769841,0.001143297,0.00012769,2.97E-10,0.040004442,0.127244162,1.51E-05,3.86E-07
"Transport, pipeline, unspecified petroleum products",0855376f-1ec5-3f3e-bead-959c932539b7,1,t*km,0.0086195,1.86E-05,9.87E-07,1.28E-10,0.00039573,0.008156894,1.54E-05,1.03E-07
"Transport, school bus, diesel powered, Central",245a3bf4-deee-3f04-9a1c-2e3f64a1da1d,1,p*km,0.014540105,0.000139292,1.51E-05,3.38E-11,0.004886916,0.014460454,2.10E-06,7.78E-08
"Transport, intercity bus, diesel powered, Southwest",008a4c75-ff57-309e-b052-c9368f46d53e,1,p*km,0.052203898,0.000544335,5.71E-05,1.21E-10,0.019054031,0.051992927,6.09E-06,1.49E-07
"Transport, combination truck, short-haul, diesel powered, West",e873d007-5e2a-3193-ac3e-087539227c4d,1,t*km,0.121497416,0.000905911,0.000110012,2.83E-10,0.031688083,0.121011053,1.41E-05,3.35E-07
"Transport, school bus, diesel powered, Northeast",4805457e-a1c3-36c4-a526-b2a26779155c,1,p*km,0.014683428,0.000143841,1.55E-05,3.41E-11,0.005047724,0.014600042,2.19E-06,8.24E-08
"Landfilling, glass fiber, reinforced polymer",0cba346a-49b7-4012-bc20-a88c7a7a0664,1,kg,0.011569799,2.50E-05,1.32E-06,1.72E-10,0.000531181,0.010948851,2.07E-05,1.38E-07
"Transport, transit bus, diesel powered, Hawaii",b3746830-f559-3e05-8df4-7eb7a7c262d1,1,p*km,0.116544818,0.001153423,0.000123462,2.71E-10,0.040414284,0.116044654,1.38E-05,4.26E-07
"Transport, transit bus, diesel powered, Northeast",7821cc71-02fd-37ae-a50d-cdd9073429bb,1,p*km,0.115983407,0.001292484,0.000132009,2.70E-10,0.045286495,0.115470852,1.43E-05,4.19E-07
"Transport, transit bus, CNG powered",b27794c0-ad1c-349f-90ea-0f064082b709,1,p*km,0.07230307,0.000188414,1.19E-05,6.95E-13,0.006854625,0.069884539,2.14E-06,8.90E-06
"Transport, single unit truck, short-haul, gasoline powered, Northwest",f311e6ec-ec13-388f-ac9f-4ed0731725c8,1,t*km,0.325428135,0.001694077,0.00024186,7.26E-10,0.06071959,0.319232803,7.28E-05,1.57E-05
"Transport, single unit truck, long-haul, gasoline powered, West North Central",e1d8cff3-c663-3050-898a-14d552e862f7,1,t*km,0.381426602,0.001887511,0.000278226,8.56E-10,0.066916467,0.37636953,5.62E-05,1.31E-05
"Corn grain, at conversion plant, 2022",9109d57c-8234-3569-a2e6-0e4671b524d9,1000,kg,171.5559343,0.388508266,0.179000358,4.37E-07,4.196360442,163.5137165,0.093120143,0.020503958
"Transport, transit bus, diesel powered, West North Central",c042ca2f-0d9c-3014-b200-2093351fc4f6,1,p*km,0.114671761,0.00127431,0.000130306,2.67E-10,0.044638089,0.114178209,1.40E-05,3.79E-07
"Transport, refuse truck, diesel powered, Central",7e58b660-7134-34da-a89f-cb6d2b81ba59,1,t*km,0.129578383,0.001116302,0.000126762,3.01E-10,0.039060591,0.129046319,1.52E-05,3.90E-07
"Transport, refuse truck, gasoline powered",53ffa5d2-4622-30c8-8135-e1eac2d0b268,1,t*km,0.121020988,0.000558795,8.65E-05,2.76E-10,0.02005906,0.119904228,1.66E-05,2.45E-06
"Transport, light commercial truck, diesel powered, Alaska",ee1e77e1-0b07-3a7a-ada9-0b1bef460444,1,t*km,0.922044825,0.006857026,0.000832488,2.14E-09,0.240712549,0.91722041,0.000129149,4.51E-06
"Asphalt binder, no additives, consumption mix, at terminal, from crude oil",f8ce5199-1666-452b-a267-8797c94d0560,1,kg,0.638458345,0.0017681,0.000171433,2.71E-11,0.036249113,0.570558254,0.002345906,8.35E-06
"Transport, light commercial truck, diesel powered, East North Central",75b40b26-f169-34f0-9991-c617151c7665,1,t*km,0.930294106,0.00684921,0.000836003,2.16E-09,0.240366866,0.925586105,0.000123977,4.61E-06
"Transport, single unit truck, short-haul, gasoline powered, South",b024a56f-30d2-32c7-9066-3260d390b442,1,t*km,0.334841367,0.001539735,0.000236088,7.47E-10,0.055270409,0.328683123,7.09E-05,1.57E-05
"Transport, single unit truck, short-haul, diesel powered, Southeast",44757f0f-dde7-3b14-a8ac-a017ee01808e,1,t*km,0.34645965,0.002075886,0.000281353,8.05E-10,0.072473272,0.344816217,4.52E-05,1.41E-06
"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",28d7d56e-a751-492c-9bb1-08f19ea4ac37,1,kg,0.656131358,0.00194207,0.000174697,2.85E-11,0.03680617,0.58693829,0.002388949,8.68E-06
"Transport, combination truck, long-haul, diesel powered, West North Central",cc8e796a-b812-31fd-b779-f0e9410bd681,1,t*km,0.09918802,0.000883459,9.88E-05,2.30E-10,0.030899657,0.098675082,1.60E-05,2.42E-07
"Transport, single unit truck, long-haul, gasoline powered, Southeast",43ec3512-f8e1-3fba-84ea-5db46f154cd4,1,t*km,0.413571393,0.001770156,0.000284137,9.27E-10,0.06293537,0.408016491,5.86E-05,1.47E-05
"Transport, single unit truck, long-haul, diesel powered, West North Central",2afa4806-2633-3beb-8842-13326d66ed0a,1,t*km,0.384652152,0.00245759,0.00032204,8.94E-10,0.085762658,0.38279114,5.20E-05,1.50E-06
