Name,UUID,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],N2O [kg],CH4 [kg]
"Bituminous coal, combusted in industrial boiler, at pulp and paper mill (EXCL.)",accc6b3b-6793-3964-b89d-82066f6977fc,1.0,kg,2.9063847308859816,0.0004746447421435677,2.120082097077155e-05,4.773080828580175e-08,0.003923752847122842,2.692399364470935,0.0003686612992715963,0.0041527094827713724
"Hog fuel, pur., combusted in industrial boiler, at pulp and paper mill (EXCL.)",b6884185-30b8-391a-9dff-dbded4429a66,1.0,kg,1.8360161400000001,0.0006784800000000001,0.0009068888000000002,2.9565e-07,0.019023313578369228,1.83,0.0,0.000189
"Melamine urea formaldehyde, MF, resin, at plant",c11f6f12-269d-3c4c-9ab0-6995cd5d8af2,1.0,kg,1.63292,0.0039992,0.00041868953601349843,0.0,0.1308702434325641,1.44,0.0,0.00689
"Polyvinyl chloride, PVC, virgin resin; at plant",3dbccdda-2014-4239-ad1f-4e15c034942b,1.0,kg,2.30773893143415,0.004482112332256585,0.00037160888585015673,2.090271349793975e-06,0.12754084140185173,2.0778888650347693,0.0001240107211468667,0.00685450784817904
"Containerboard, average production, at mill",c245a252-0860-41d2-9789-802bab7984ab,1.10516007,kg,2.09234291727711,0.004669612730520756,0.0007022155519781813,4.8929419152424524e-08,0.0767701430789227,2.042478949377119,6.514228447279198e-05,0.0011583392952522263
"Hydrogen, chlor-alkali average, membrane cell; at plant",f179f70b-5b18-4602-9513-18ed79485ac7,1.0,kg,0.8535737469937887,0.0019287880049347033,0.00010756647542025627,1.4559223146494636e-08,0.04113002321484392,0.8060412781781902,1.0850218770432758e-05,0.0015859825872318047
"Ethanol, denatured, forest residues, thermochem",d9cadd89-4203-375a-903a-63197cd29c6a,21183.0,kg,1027009.0106801287,7516.772916479027,18455.940331600395,0.10578229515221917,238853.13432459088,1009534.6022863752,14.772105682930707,473.91849655434885
"TDF, combusted in industrial boiler, at pulp and paper mill (EXCL.)",a515132e-c816-34ea-9773-d56c11dc1cb0,1.0,kg,3.075,0.0003256,0.0,0.0,6.50781e-08,3.075,0.0,0.0
"Corrugated product, average production, at mill",226ed3c2-e020-4c95-b1fc-4559fc2d18ac,1.0,kg,2.196649693749535,0.004850184997322375,0.0007302631164707032,4.8872408617008485e-08,0.08380451861138563,2.1464356477512605,6.604856285284054e-05,0.0011622629000046657
"Pulp, kraft market, bleached, average production, at mill",cbf4023b-71f7-36b7-8c45-ea43bc2f108c,816.46623,kg,3168.49174196267,5.780720952398981,0.9434921575229034,0.0004947051354493072,78.11484428243624,3126.6039353377537,0.05519589071627767,0.9540672862341758
"Phenol resorcinol formaldehyde resin, neat, 60% solids",353b477b-8319-3538-b2a4-c771e17424de,1.0,kg,0.44385586286241085,0.0014560564300135012,0.004958539146375617,6.295807132478435e-09,0.04405984781077684,0.40005761801711365,8.058969834224312e-06,0.0014865549171030818
Carbon fiber; at plant,b2c2eba7-28d2-43cf-b2ef-6bb9ba114bea,1.0,kg,30.39266911617412,0.07501734042674565,0.005260738461778262,2.6258881158206124e-07,9.487886131249185,28.296455569478358,0.0010338905084186934,0.06491497249976637
"Bituminous coal, combusted in industrial boiler",26465530-69ff-3c68-834f-c67ccb6ee1b2,1.0,kg,2.9294128985256256,0.021164329053856224,0.0002926537573380183,4.77904662601896e-08,0.1493288007788135,2.7151841099578893,0.00036916600429516875,0.0041566142174143655
"Railroad ties, hardwood, creosote treated, SE",a24e59f5-c156-398d-9a15-7d853ef2bf37,1.0,m3,583.6673581783481,3.1321012936357664,0.14172309940159805,1.6871272413947362e-05,39.66296809280952,537.9265726419382,0.044275930793890104,1.2131893578217237
"Lignite coal, combusted in industrial boiler",1b0f75b8-e749-3eb2-8727-de6a22f60646,1.0,kg,2.42659451042325,0.017904389973760468,0.00030040984672421897,4.790925754616129e-08,0.15327037061104856,2.392355142368896,7.898247435479417e-07,0.0012147429681957146
"Poles, softwood, PCP treated",43dc823c-09c5-34c3-ae26-a4bc4bcbc751,1.0,m3,296.8703190315549,0.6391269603295593,0.24896138681374327,2.7067292951415385e-05,21.154856613901085,292.6801921053799,0.0019544808869679077,0.1284612592427089
"Fuels, burned at coated mechanical paper, average production, at mill",3ca2d4df-c3d1-320a-a25d-5498ae069a6c,10691.0,MJ,1389.6367147562682,4.682070469635439,0.3078379440488646,0.0001737936443574796,38.21744535376891,1359.9544012199829,0.05107084891776494,0.5687563739755084
"Electricity, at grid",81ab92da-bf0e-4b32-9ba8-404854a9b8bb,1.0,MJ,0.0005507130964919584,5.160091021037301e-07,2.5423874570650172e-08,3.3440441249718154e-15,0.00015086251789241253,0.0005490858146346428,5.8048625720655356e-09,3.1776451166653515e-09
"Gasoline, combusted in equipment",d3e13675-1455-375f-a557-bb8234de75ff,1.0,l,2714.227531014912,24.79941372315144,2.774055810734507,6.24020751466012e-06,884.0302461259041,2663.728236694073,0.06491888759949536,1.187852005767784
"Anthracite coal, combusted in industrial boiler",27e8fce4-a5c1-37af-84b9-763582a5ca3e,1.0,kg,3.5585342075923,0.06195916949971838,0.0004231044051056041,3.6806247864330846e-10,0.2212738107414279,3.502830813695028,1.296347180346415e-06,0.0019769408921090376
"Post, softwood, CCA treated, SE",76c3919e-b238-3345-810b-c1734513a6a9,1.0,m3,374.3995015782017,1.104856757868238,0.18498500499961798,2.5531429923135907e-05,34.85381577553799,366.47332267344694,0.003931132706632791,0.2428649705115193
"Gasoline, combusted in equipment, at pulp and paper mill (EXCL.)",32a3732b-30c8-3605-8306-ca12599f8e91,1.0,l,2712.759769845231,0.8623747286367266,1.2906156565243032,6.2317049848985015e-06,53.95689853824227,2662.289738945643,0.06489232802770022,1.1870628970125696
"Conditioned log, hardwood, green, at veneer mill, E",eef00fd7-dbc0-3f3e-b012-56731b6b2e91,1.0,m3,107.03405859175288,0.2855010288557922,0.05350991432715727,9.100764767309897e-06,8.833423915985165,105.13631523996258,0.0009669606448659097,0.05755411779185484
"Wood fuel, hardwood, purchased, combusted in industrial boiler, E",2d43bb55-3817-37dc-a7b4-20c3304f07af,1.0,kg,1.7882262625456442,0.002464951839822841,0.0010142798409645468,2.956945870155468e-07,0.0742479828821958,1.7820226548576479,4.7454768721147903e-07,0.00019119487093718408
"Soybean oil, crude, degummed, at plant",88aee762-4aa0-301f-b579-cca5d636aa0d,4131.0,kg,1986.3294690777834,8.995018837317206,4.753884488463721,1.0531596111062167e-05,191.39539446492597,1523.8128731031375,1.5607106993715096,1.7447558210613185
"Electricity, diesel, at power plant",4b3de918-4d30-3184-bdaa-60d8575c5af4,1.0,kWh,0.3359429703346611,0.00036104978175183883,0.00015268141108002448,6.763102802412885e-10,0.01097711168409455,0.3346479542101065,1.7468031301921235e-06,2.9563375927761313e-05
"Wood fuel, hardwood, purchased, combusted in industrial boiler, NE-NC",61d04f2c-c8df-3b9c-8def-60328506efd2,1.0,kg,1.767037409027768,0.0023756826337061393,0.0010004323567095307,2.9565205020651844e-07,0.07116410908138512,1.761012648861758,2.1820719545884965e-08,0.0001891009248689866
"Wood fuel, hardwood, purchased, combusted in industrial boiler, SE",db291182-7d45-38c4-8529-a9abc78e55e9,1.0,kg,1.7614059078202093,0.002373022102242605,0.001000019653727686,2.9565078246231287e-07,0.071072198963288,1.7553864779296668,8.327888207269299e-09,0.0001890385180252414
"RFO, combusted in industrial boiler, at pulp and paper mill (EXCL.)",7ee5b4ca-1a5e-3d26-8e79-0805a115e444,1.0,l,4017.3088190590775,1.1747977900348745,1.6478095457973474,7.956406625627588e-06,45.45731083867434,3999.0618337974383,0.019214157716828748,0.46801150558523913
"Heat, indirect, heated zones, softwood, plywood veneer drying, AP-42",0853441e-0b11-30f6-87c5-00ca7df78e21,1993.2,kg,0.0,0.0,0.0,0.0,0.000706435957986923,0.0,0.0,0.0
"Natural gas, combusted in industrial boiler, at hydrocracker, for butadiene",39abf743-0b9e-33e3-8752-b418609504f1,1.0,m3,13.685207082909743,0.009601982436127391,0.00044314433261570464,2.5352766006798377e-10,0.23954304943067206,13.476299539691937,3.839534177416719e-05,0.007097432690617357
"Electricity, lignite coal, at power plant",5b26dd62-5ab0-3822-b39c-6aa187efc9e5,1.0,kWh,0.3315605783655291,0.0036226186145244628,5.043756128705424e-05,1.3235442564790866e-10,0.02497860653298241,0.32228534743764375,7.108525023009006e-06,0.00026388935680383773
"Wood fuel, MDF, generated on-site, combusted in industrial boiler",2fdc10ce-f75d-30d0-b1e7-672af0eb98fe,1.0,kg,3.194283896102512,0.004171539527532342,0.0015622736785746438,4.436365072130738e-07,0.12344667744107653,3.138136024565497,7.324938961629258e-06,0.0018937674243527268
"Paper, mechanical, uncoated, average production, at mill",285cfc08-fc23-3bfc-b304-1bb4a60d2f8a,861.83,kg,1431.184108494975,4.562128674887555,1.0659389830575918,0.00010267425435020797,51.70089160683236,1384.1284679965654,0.03424665793162133,1.3495095496810314
"Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene",29d771d7-71ec-3a22-bbd0-8709d5a328e2,1.0,m3,5.072784980659365,0.0026642612662800737,0.00015938341688549967,2.5352766006798377e-10,0.08065404100547384,4.863877437441549,3.839534177416719e-05,0.007097432690617357
"Paper, freesheet, uncoated, average production, at mill",732a5578-1750-3738-b0f2-607106574358,861.83,kg,3054.75657261483,8.150921800952618,1.5376856531991865,0.00038308054667466376,89.70241655273593,2973.352254017704,0.08898062176864224,2.047242251062497
"Soda powder, at plant",4cb0c558-b0ac-3656-bc1f-95b477c14921,1.0,kg,0.9130030481065071,0.002584431273397255,5.111079428852562e-05,5.96817977504533e-09,0.024224141303542186,0.8766280575253353,4.244266597820384e-05,0.0008967622969318414
"Cellulosic fiberboard, uncoated, at plant",cced9535-72f6-3b3a-b3c0-ce21b98eea2b,254.0,kg,330.86732998445717,1.7805989699860796,0.0871247008321435,1.1092381691815432e-07,20.60790338156808,301.20157622292464,0.055144994559279285,0.5375424727045994
"Wood fuel, softwood, gen at lumber mill, combusted in industrial boiler, NE-NC",66cf43e1-e3fe-36b4-8653-bb5b739b0f5e,1.0,kg,1.76601614,0.0018433799999999997,0.0009678761300000001,2.9565e-07,0.05315296219375383,1.76,0.0,0.000189
"Sawn lumber, hardwood, rough, green, at sawmill, SE",ce587724-1be4-3da0-b7a2-988592c28b9a,1.0,kg,0.05479161165413271,0.0002010955064130621,1.9578467340435727e-05,7.75560279567716e-10,0.0059609622514975045,0.05270121301022936,8.078766825269349e-07,6.658459688806653e-05
"Pressed raw panels, hardwood, at engineered wood flooring plant, E",4b4bf45b-2bfd-3e0f-bdde-bae1bd5d7c41,1.0,kg,1.256130938729822,0.0024290318034845032,0.0005558582405642688,1.2337873666912917e-07,0.07521713750118106,1.2216311018070791,8.193921044301348e-06,0.0011400380476777705
"Paper, mechanical, coated, average production, at mill",3fa61250-2a76-30f5-aa5e-267f99ca3ee5,861.83,kg,2380.832114852611,6.794526307670207,0.9038439208106646,0.00024670135642213,82.52192442456669,2307.0930644267,0.06659694247879056,1.9877457196027424
"Veneer, hardwood, green, at veneer mill, E",cdc143eb-fff8-3618-85cd-bce83d96390f,1.0,kg,0.27235319225547644,0.0007050108188234814,0.00011322398585840259,1.8760994085336984e-08,0.020580631218107902,0.26532795185324176,2.6546390428518732e-06,0.00022298966110029
"Electricity, biomass, at power plant",dfdb7eba-dfc4-3d24-9683-58b8b0ee1346,1.0,kWh,0.246897625442031,0.00023133900905468273,1.1398120547731018e-05,1.4992135816057752e-12,0.06763521273256387,0.2461680767368061,2.6024563319627344e-06,1.4246129950417787e-06
"Wood fuel, hardwood, generated at lumber mill, combusted in industrial boiler, SE",8a62a285-537e-36b0-bdc3-3af4bfd205a3,1.0,kg,2.1163744734581735,0.0024687805490002834,0.0011388856180505167,3.390491164637113e-07,0.07136744430525091,2.105027143146955,1.5665807605521516e-06,0.0003600774171960434
"Hog fuel, self-gen., combusted in ind. boiler, at pulp and paper mill (EXCL.)",7906c042-7330-3046-9b9a-92a4af4f2150,1.0,kg,1.8360161400000001,0.00015048,0.0008750000000000001,2.9565e-07,0.001160804501446154,1.83,0.0,0.000189
"Heat, onsite boiler, hardwood mill, average, SE",d85c6177-4580-35f0-afd6-52125ababf10,1.0,MJ,0.10388297814987663,0.00012419986456693038,5.5379559221040724e-05,1.627831952155902e-08,0.003608858619455847,0.10319840286429341,1.3190784302779934e-07,2.1746771761883633e-05
"Wood fuel, hardwood, generated at mill, combusted in industrial boiler, E",a555a537-a0f1-3e54-9008-1d56c5e342a6,1.0,kg,1.899894641341482,0.002302171255983205,0.0010314382139315495,3.015675484132304e-07,0.06767512771707337,1.8904021831658007,1.7506289525844703e-06,0.00029555791916860446
"Corn wet milling, operations, AP-42",c7fec37a-a023-3563-84d6-fa33a6b19f2f,2000.0,kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Diesel, combusted in industrial boiler, at pulp and paper mill (EXCL.)",0924e625-e201-374c-8628-0c44df929cdd,1.0,l,3418.017909822492,1.0855569400669158,1.5142531759901459,7.311533079204116e-06,41.70522070825399,3404.3223432134155,0.01783016120943041,0.3187051147800352
"Electricity, bauxite mining regions",6023a2bf-2d42-348b-bee7-caae15319edb,1.0,kWh,0.2580868095879279,0.0003231235971022411,0.00011466355089891742,5.052942092356588e-10,0.008646789337152586,0.25666340686256284,1.4680002371760783e-06,3.6825831940353176e-05
"Fuels, burned at bleached kraft market pulp mill, average production, at mill",41c595b2-230b-3303-ac12-e059acd6312f,10867.0,MJ,2952.2663647789063,4.814252427880945,0.43490681784094815,0.0004930141356060688,59.610530572796726,2929.3900463711047,0.05174774655747045,0.3088373419369648
"Combustion, wet wood residue, AP-42",5198d618-7bc8-3639-b4a1-de71d6d5f49a,1055.87,MJ,1.8293381492,0.066551076928,0.00321433718336,0.0,1.8319432119775825,0.0,0.0058967012,0.0095254404
"Particleboard, average, softwood, particleboard mill",57686507-ed6b-3e06-906e-c28a7c6fb8bc,1.0,m3,275.87260217894703,0.5082052186740957,0.050977598174624404,1.5000449038005397e-06,15.827655307062981,254.56847370025056,0.0027822456222349125,0.7334215637932816
Proton exchange water electrolysis plant; construction,ba3da3db-344c-422a-905b-40a079322b19,1.0,Item(s),11628375.474175677,32448.53925386016,5666.202522696872,0.023075838259278593,636263.658771267,11574696.927054673,55.77486386858819,1383.5917458134518
"Steam, purchased by containerboard mills",1e4fd434-9cd2-402a-8ebf-43891d0dd591,1.0,MJ,0.11443083125681285,0.0008116375824824813,1.3789656697275622e-05,2.2314243563773142e-09,0.006189695332280933,0.10811658183548664,1.0134413828065545e-05,0.0001295431278023029
"Natural gas, combusted in industrial boiler, at hydrocracker, for pyrolysis gas",8a0090ee-4054-322f-a65d-15c8ee6ca915,1.0,m3,7.3612054343316045,0.00601307723157904,0.0003303693266804299,2.535276600679838e-10,0.17651777410813052,7.152297891113789,3.839534177416719e-05,0.007097432690617357
"Palm kernel oil, processed, at plant",21ed2ebb-54bf-324d-9865-af8265d2d49c,1.0,kg,4.764350466009254,0.011655885268142123,0.0024007584915040694,4.532100077530943e-07,0.3124220387399767,4.042148873823822,1.243664576566595e-05,0.025633596629273624
"Veneer, hardwood, dry, at veneer mill, E",277ef057-4ad9-3780-a1c0-6d78321131f6,1.0,kg,0.9596886039315721,0.0016602863216251132,0.00046332168695358266,1.171249363240701e-07,0.05130477717777278,0.9460417113932564,4.63940290842029e-06,0.00043131893043925774
"Wood fuel, MDF, purchased, combusted in industrial boiler",e389edf2-979a-372c-b6e0-8de8bfd28c93,1.0,kg,1.767037409027768,0.0023756826337061393,0.0010004323567095307,2.9565205020651844e-07,0.07116410908138512,1.761012648861758,2.1820719545884965e-08,0.0001891009248689866
"Hardboard, at hardboard plant",ca1d1dfa-fd3c-35f1-bea7-a037251deb04,768.0,kg,1640.7955656477675,4.928978499610538,0.6845020610555319,4.046048381215422e-06,87.84612858203407,1610.6266679258572,0.017868750636272378,0.907905813520494
"Wood, particleboard, generated on-site, combusted in industrial boiler",80fa4691-56d0-3019-a021-30c3b187e63e,1.0,kg,2.4698024076727028,0.0018072402245570074,0.00013476958050364567,2.010784009217345e-09,0.05951557281125606,2.4412445953253905,3.729551690573134e-06,0.000983138803881304
"Residual fuel oil, combusted in industrial boiler",9d9b6815-9349-30af-869b-57362428c42e,1.0,l,4018.4205345298797,11.217297024991568,1.960159183061469,7.959603487948163e-06,219.95940240778955,4000.1633947202563,0.019236457926131715,0.46816245650187294
"Natural gas, combusted in industrial equipment",b355f122-dc4e-4224-aafa-d43c3b57db7b,1.0,m3,2.4596843077960306,0.0033620072662800073,0.00020662313088549457,2.535276600679742e-10,0.10702008535666419,2.257424305578217,2.3783417741671097e-06,0.007200895690617353
"Diesel, combusted in industrial equipment",d6ad7035-5498-3237-8abd-50e93b1eef89,1.0,l,3411.5216126821715,38.58522577458155,3.854306220200348,7.320035608965753e-06,1357.69792269139,3379.760840961843,0.07246072078122545,0.44701942353525126
"Soy oil, refined, at plant",bc119cdf-7143-35e8-9adb-c3a92dc376b6,1000.0,kg,508.25715555534686,2.277149120107115,1.1910594555739293,2.695959310496969e-06,48.709537557731856,392.02218449099865,0.39022868419048384,0.45730265836801937
"Railroad tie, hardwood, rough, green, at sawmill, SE",bbb16d92-dd0c-33c5-92c7-feca45646d83,1.0,kg,0.040398653806786304,0.00020947692696232002,2.1817193345523346e-05,3.360906395235972e-10,0.006798119318988355,0.03922221590704334,6.90786525301603e-07,3.526406302791289e-05
"Natural gas, combusted in industrial boiler",f347daea-82be-4e62-8872-a0dc0ca24ca3,1.0,m3,2.4643318487960304,0.0033161572662800064,0.00020372213588549257,2.535276600679756e-10,0.10552806193724175,2.2554243055782166,3.839534177416711e-05,0.007097432690617353
"Sawn lumber, hardwood, rough, kiln dried, at kiln, SE",7423f694-8370-3bac-8937-f07e9edf8b68,1.0,m3,571.5541335076682,0.8414006146403803,0.28908283587638156,7.968906401282995e-05,24.52732401096183,565.3197199330475,0.001610896956451375,0.19978230076257827
"Fuels, burned at uncoated freesheet, average production, at mill",09a2ca42-3a4c-3050-8450-171f0e60f844,13563.0,MJ,2300.0442272727173,6.039418036757662,0.38168444725101064,0.0003347773588924505,52.09380498203118,2259.9014135827138,0.07316089247852006,0.728406966355593
"Electricity, residual fuel oil, at power plant",e391a117-69ae-3550-987a-8f28a1444eb9,1.0,kWh,0.27864326747373575,0.0006330204430620301,0.00013304375611679608,5.823555387820234e-10,0.010302646815297436,0.2775180132634933,1.3413709784285715e-06,2.735945298276728e-05
"Bucked and debarked log, hardwood, green, at veneer mill, E",bf3d3ce7-aac2-3a3c-b3e8-5c0a29bfb678,1.0,m3,45.196056023515744,0.19593505194022007,0.021947767940708667,3.4745602544308695e-07,6.24551517261583,43.91071908032323,0.0007785243198131749,0.038303744797229006
"Liquefied petroleum gas, combusted in industrial boiler",4eec7a31-b920-3f91-b7c3-924f2aa92ecc,1.0,l,2192.9977857084036,2.4607885890031262,1.0627376975364258,4.573209060830336e-06,90.92815720858962,2149.5819554352975,0.12001057979094298,0.4138125242755596
"Lumber, softwood, ACQ treated, SE",0cffeb9f-9246-3b8c-a541-92525ab98313,1.0,m3,37.90001200154835,0.5657786615846768,0.042715105222119056,1.4515600785079897e-07,3.4938902314435967,36.52988788501112,0.0005233146351824394,0.04389245842392561
"Natural gas, combusted in industrial boiler, at hydrocracker, for propylene",0f528ea6-57a9-365a-a4af-4132ebe27cae,1.0,m3,6.569904909656715,0.005828248089619809,0.0003223931834122171,2.535276600679838e-10,0.1720373648283718,6.360997366438899,3.839534177416719e-05,0.007097432690617357
"Solid strip and plank flooring, hardwood, E",027d304f-00e4-380e-9bba-4e6bde2d685a,1.0,m3,1340.607217525261,2.0843918429754393,0.6830331487422645,0.00018095741759063274,61.65891032422627,1325.9567389950373,0.0045500925971998524,0.4628245685195794
"Wood fuel, hardwood, gen at lumber mill, combusted in industrial boiler, NE-NC",5b12a6bf-921f-3e80-9bd4-1c250a6696fb,1.0,kg,1.8756252094071055,0.0022516126554650477,0.0010210341487487053,3.003613698354835e-07,0.06603853853437609,1.8667226265496426,1.4230036373424996e-06,0.0002777890284034478
"Wood fuel, hardwood,gen at flooring prod plant, combusted in industrial boiler, E",2c6df723-416e-3164-a5f1-bb97081fc64f,1.0,kg,1.76601614,0.0018433799999999997,0.0009678761300000001,2.9565e-07,0.05315296219375384,1.76,0.0,0.000189
"Marine piling, softwood, CCA treated, SE",270aeae0-14c8-35fa-9d15-0f0c42fb47ca,1.0,m3,389.6279567274168,1.0198526071019418,0.15046454756662425,2.7025184065079076e-05,27.70840012486105,378.24314250346237,0.003098165077087595,0.3733694166722892
"Corn wet mill, gluten drying, AP-42",097d2f2c-d006-3b27-84de-98e6a364e411,2000.0,kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Engineered flooring, hardwood, unfinished, E",3b1cd62b-7788-3096-8b6e-9cb6cdc359f2,1.0,m3,840.9018490623673,1.6581583990129583,0.3636413838207188,7.919850877696714e-05,50.816007369773054,817.1025483658094,0.005770887734556356,0.7857125434895411
"Heat, onsite boiler, hardwood mill average, NE-NC",6b80eeee-54ed-3f0f-82cd-8c29e3aa5d24,1.0,MJ,0.08733594465444706,0.00010727495838256025,4.440290606971168e-05,1.2658085161105052e-08,0.003184745863485623,0.08636315655987012,1.9374343884608625e-07,3.178552977502215e-05
"Electricity, nuclear, at power plant",2b091e0d-d0de-31a1-89db-3f51a9c5cf12,1.0,kWh,0.0025189668628246968,5.57051140588148e-05,1.2383470251993457e-06,3.078206362936283e-11,0.0004025145134753042,0.002375208653535522,3.7245535551169814e-08,4.759323325645583e-06
"Electricity, aluminum smelting and ingot casting regions",4d21df14-9a73-31ce-9a5f-dee0cd2a2aed,1.0,kWh,0.1082387247346002,0.0008744468779795958,1.3603498826753078e-05,2.2249307854898955e-11,0.006875216262226999,0.10249472920964124,2.4339888288503097e-06,0.0001820922174056816
"Wood waste, unspecified, combusted in industrial boiler",3455f918-4a43-3b09-b06e-7402c12b8d45,1.0,kg,1.76101614,0.0023713799999999998,0.0009997649300000002,2.9565e-07,0.07101547127067691,1.755,0.0,0.000189
"Electricity, bituminous coal, at power plant",66280f03-b26f-35c4-bda2-3d4a8652943a,1.0,kWh,0.30187029921743497,0.002509680363290153,3.7946557830321376e-05,6.019837480832806e-11,0.019399815874639417,0.28609463705042054,6.873939128478751e-06,0.0004983193969849792
"Combustion, dry wood residue, AP-42",6c96a609-cd7e-3f19-a151-27deb823d3e4,1055.87,MJ,1.8293381492,0.174506070928,0.009843907801200001,0.0,5.553629150790007,0.0,0.0058967012,0.0095254404
"Containerboard, 100% recycled, at mill",12ba204b-7438-49df-abbb-b8cbe817927e,1.10516007,kg,0.7118435907542165,0.0018694379193717244,0.0002179223675122239,9.827792556051446e-09,0.04537768022907549,0.6847939272033784,1.1667322961028365e-05,0.0008505166296805529
"Natural gas, combusted in industrial boiler, at pulp and paper mill (EXCL.)",4d7e8233-af87-31fc-b497-592383d4008a,1.0,m3,2.2571936716940053,0.0020532184496569288,0.00011681514135806802,2.0980475831184242e-10,0.061321702413172925,2.2030227445838864,3.7935497437600654e-05,0.0015754876902415113
"Sawn lumber, hardwood, planed, kiln dried, at planer mill, SE",35bd31d8-b0b1-3da8-a553-df33ccd9e452,1.0,m3,594.1060960609411,0.9111584409708116,0.2946210285645581,8.015445843670704e-05,26.403279138969147,586.8220760048488,0.0018917823704096177,0.23438067128605966
"Wood Combusted, at boiler, at hardboard mill",f3b8fc97-f519-3da0-80de-72a7d5551fda,1.0,kg,1.836548911282801,0.0014113559535553607,0.00013232537172192476,2.485286690109906e-10,0.05076102944970421,1.8331887475873452,5.451549870940967e-06,6.835982188275336e-05
"Electricity, alumina refining regions",a6260670-e98e-3917-98bd-c14acb79fdf7,1.0,kWh,0.21188561873368833,0.0010356362394173288,3.449481719843755e-05,9.667622180560255e-11,0.011082245819248961,0.20012663400815123,3.7401530504754713e-06,0.0003845304101028373
"Wood fuel, softwood, purchased, combusted in industrial boiler, NE-NC",3a98c0e1-2ba4-33f1-8d88-35b7f92af534,1.0,kg,1.7765262872760628,0.002415659531344737,0.0010066335932242946,2.9567109921271413e-07,0.07254514194398497,1.7704214348879939,2.2456274484114622e-07,0.0001900386442827746
"Prefinished engineered wood flooring, at engineered wood flooring plant, E",b5e2775b-9779-3a61-ab7b-a44bbc5e0f4e,1.0,m3,1202.4786757105765,2.426147736214847,0.44160743195667745,9.029415665369773e-05,68.0680644847029,1163.8221305733978,0.011358008355695332,1.260076543826179
"Electricity, natural gas, at power plant",fa379f16-c09a-4e70-8595-45c69162215c,1.0,kWh,0.2041913176055276,0.0002747702034115397,1.6880004503332658e-05,2.1006804745271848e-11,0.008743842505879559,0.1868835087963754,3.1812313623690914e-06,0.0005880141495659795
"Lumber, softwood, borate treated, PNW",f72ae896-25f0-35f9-affe-8d2a7ef34f92,1.0,m3,32.53977239062489,0.16923438393117857,0.021470691685706166,1.1098052987146662e-07,4.99126851123621,30.996172029015252,0.0006207870645888457,0.04920668520332354
"Wood Combusted, at boiler, at cellulosic fiberboard mill",106bcee8-0d5f-30c6-ac98-fa6dab41d4d1,1.0,kg,1.8246877950954434,0.0019056717492799162,9.940363192805267e-05,3.3342471618475e-11,0.05379878220655082,1.81641688357684,1.2332464019926863e-05,0.0001786580462363177
Steam methane reforming plant; small-scale; construction,0381ede3-9567-44c0-9200-cbbef872097e,1.0,Item(s),27917037.95229419,177328.81766872708,4937.309324800873,0.0022182959821991054,1524758.459365923,26483268.61409425,470.78609006323666,46450.20585988872
"Sodium chloride, at plant",5dacfb93-571f-3502-bf9e-1ce678de151d,1.0,kg,0.14904997889852153,0.0007610084856398154,4.959223877554878e-05,9.26304950889031e-10,0.01895427788861576,0.1400118294213834,6.232771474815467e-06,0.00026356108890623935
"Wood, softwood, INW, generated at lumber mill, combusted in industrial boiler",c7aaeef5-a019-304e-959d-92fdccaf0896,1.0,kg,1.76601614,0.0018433799999999997,0.0009678761300000001,2.9565e-07,0.05315296219375383,1.76,0.0,0.000189
Solid oxide electrolysis plant; construction,982230dc-87c0-4ea0-8511-8e36064f66be,1.0,Item(s),1117269.6013426608,3175.2618603671217,538.5799882683801,0.0022485200995316654,61222.76563919551,1111135.8451558233,5.579022358064309,165.70620793533465
Corn steep liquor,68f4d066-5043-34cc-a944-5041732f8e7a,1.0,kg,0.008801049,0.008462399778179999,0.00014242913463109998,0.0,0.0007429641480512605,0.006861,6.2058e-06,1.0554e-05
"Sawn lumber, hardwood, rough, green, at sawmill, NE-NC",2468b04f-b9b1-364d-bfbf-8ba12178096e,1.0,kg,0.11182385793641822,0.0004164815075673918,5.4232143096283566e-05,4.806568963853243e-09,0.01314594554936723,0.10887909088584047,1.4517572081026945e-06,9.058312192782927e-05
"Pressed raw panels, purchased, hardwood, at eng wood flooring plant, E",89268f85-c58a-3224-8a61-28e8848a2797,1.0,kg,1.3024898740098096,0.0026160465505321406,0.0005847844271595536,1.236809821753113e-07,0.08160450093815783,1.2674989736726856,9.140287248562048e-06,0.0011485598174599601
"Wood fuel, unspecified",5dd973e3-0fc2-38d8-a25b-51b82ee2c2de,1.0,kg,0.0,0.000528,3.1888800000000005e-05,0.0,0.017862509076923074,0.0,0.0,0.0
"Paper, freesheet, coated, average production, at mill",51cb18c8-eb65-36b7-a20a-bc1ed819ff88,861.83,kg,2713.3331339330202,10.860336413802683,1.0580112369958046,0.00031129794679721993,84.48691746419834,2637.7757585441764,0.09990575012831401,1.737602735997355
