Taxonomy,Category,Sub-category,Flow,UUID,Location Code,Location Name,Process Type,Description,Qty,Unit,GWP,AP,EP,ODP,POCP,CO2,CH4,N2O,Electricity_GWP,Electricity_AP,Electricity_EP,Electricity_ODP,Electricity_POCP,Electricity_CO2,Electricity_CH4,Electricity_N2O,Electricity_Qty,Electricity_Unit,Nonrenewable Fuel Combustion (Direct)_GWP,Nonrenewable Fuel Combustion (Direct)_AP,Nonrenewable Fuel Combustion (Direct)_EP,Nonrenewable Fuel Combustion (Direct)_ODP,Nonrenewable Fuel Combustion (Direct)_POCP,Nonrenewable Fuel Combustion (Direct)_CO2,Nonrenewable Fuel Combustion (Direct)_CH4,Nonrenewable Fuel Combustion (Direct)_N2O,Nonrenewable Fuel Combustion (Direct)_Qty,Nonrenewable Fuel Combustion (Direct)_Unit,Renewable Fuel Combustion (Direct)_GWP (AR5) [kg CO2 eq],Renewable Fuel Combustion (Direct)_AP,Renewable Fuel Combustion (Direct)_EP,Renewable Fuel Combustion (Direct)_ODP,Renewable Fuel Combustion (Direct)_POCP,Renewable Fuel Combustion (Direct)_CO2,Renewable Fuel Combustion (Direct)_CH4,Renewable Fuel Combustion (Direct)_N2O,Renewable Fuel Combustion (Direct)_Qty,Renewable Fuel Combustion (Direct)_Unit,Compound/Substance Name,URL creation,PUG-REST,(text split 1),(text split 2),InChIKey,Kingdom,Superclass,Class,Subclass,Parent level 1,Parent level 2,Parent level 3,Stored Biogenic Carbon?,Biomaterial Type/Species/Category,%C (dry mass basis),Density Needed?,Density [kg/unit] (dry basis),Biogenic Carbon Content [kg C/unit],Biogenic CO2 Content [kg CO2/unit],GWP - Biogenic CO2 stored [kgCO2eq],Growth Model Type,Rotation period [yrs],Mineral Carbonation Potential?,Accelerated Carbonation Uptake [kgCO2],GWP-total - Accelerated Carbonation Uptake [kgCO2eq]
Asphalt Mixture_Parameterized/Other Processes,Asphalt Mixture_Parameterized,Other Processes,Production of Aggregate,2f80a5d6-3aeb-4a11-bd9b-0d27c372928d,,,UNIT_PROCESS,,1,kg,0.004096095,9.13E-06,1.57E-06,1.90E-11,0.000213604,0.004000797,3.04E-06,3.70E-08,0.001114209,3.66E-06,1.30E-07,1.36E-11,5.50E-05,0.001054692,1.97E-06,1.55E-08,0.006593642,MJ,0.002981887,5.47E-06,1.44E-06,5.39E-12,0.000158648,0.002946105,1.07E-06,2.14E-08,0.034927019,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,0,4.10E-03
31-33: Manufacturing/3251: Basic Chemical Manufacturing,31-33: Manufacturing,3251: Basic Chemical Manufacturing,"Propylene oxide, at plant",fa3871c0-d563-3300-9ec7-f26aafdabfa5,RNA,North America,UNIT_PROCESS,"This gate-to-gate unit process represents the production of one kilogram of propylene oxide produced in North America. The studied system boundary includes elementary flows associated with upstream raw material extraction and processing, incoming transport, manufacturing of propylene oxide, and disposal of process wastes. This dataset is a weighted average of three technologies based on an estimated 2020 production capacity: chlorohydrin (50 percent), isobutene hydroperoxidation (33.9 percent), and ethylbenzene hydroperoxidation (16.1 percent). Newer technologies such as hyperoxidation using cumene hydroperoxide or hydrogen peroxide make up approximately 10 percent of the technology use but data was unavailable for these processes so these were excluded from this dataset. The energy, environmental emissions and raw materials for all three technologies included are based on datasets from a confidential secondary source from 1992. Energy requirement data for the two peroxidation technologies from a Department of Energy (DOE) report (US DOE, 2000) were used to check the older data. This unit process includes a cutoff flow that represents process waste disposal. In the two hydroperoxidation datasets, coproduct credit was given on a mass basis. 

An excess amount of brine water is produced during one of the technologies but is not presented as an output to nature; these output amounts would likely explain the inconsistency in the mass balance shown for this hybrid technology inventory.",1,kg,3.86193453,0.008222595,0.000731145,1.77E-08,3.072058842,3.491870868,0.01124241,0.000207631,0.145200978,0.00031392,1.66E-05,2.16E-09,0.006677055,0.137408082,0.000260251,1.74E-06,0.9036,MJ,0.646320851,0.000869877,5.34E-05,6.55E-11,0.027675425,0.591524386,0.001861657,1.01E-05,10.250684,MJ,0,0,0,0,0,0,0,0,0,MJ,Propylene oxide,#N/A,#N/A,#N/A,#N/A,GOOHAUXETOMSMM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Epoxides,,Epoxides,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3251: Basic Chemical Manufacturing,31-33: Manufacturing,3251: Basic Chemical Manufacturing,"Propylene, materials production, organic compound, at plant, kg",49d309a8-0c93-4eeb-a342-2fe2254a0bec,RNA,North America,UNIT_PROCESS,"Includes material and energy requirements and environmental emissions for one kilogram of propylene production through steam cracking of hydrocarbons (including natural gas liquids and petroleum liquids). Numerous co-product streams are produced during this process. Fuel gas and off-gas are two coproducts produced that are exported to another process for fuel use. When the fuel coproducts are exported from the hydrocracker, they carry with them the allocated share of the inputs and outputs for their production. The ratio of the mass of the exported fuel over the total mass output is removed from the total inputs and outputs of the hydrocracker, and the remaining inputs and outputs are allocated over the material hydrocracker products. No energy credit is applied for the exported fuels, since both the inputs and outputs for the exported fuels have been removed from the data set. Quantities may vary slightly between the reference to main source and and this module due to rounding. Representativeness: 100%.  The olefins producers who provided data for this module verified that the characteristics of their plants are representative of a majority of North American olefins production

The captured propylene production amount is approximately 10 percent of the ethylene production in the U.S. in 2015 (Oil and Gas Journal, 2017).  The captured propylene production amount is estimated to be 4 percent of the total propylene production in the U.S. in 2015 (Oil and Gas Journal, 2017). Propylene, pyrolysis gasoline and butadiene are coproducts of ethylene production, and a mass basis was used to allocate the credit for the coproducts. Differences in this dataset and the dataset of other olefins are due to the use of the production amount to weight each plant's data. For coproducts sold for fuel use in other processes, these were treated as an avoided fuel product and were given credits based on the fuel they would replace.
",1,kg,1.803783532,0.003468982,0.000500132,1.85E-09,3.700801443,1.558760366,0.00679543,0.000206533,0.028559413,5.31E-05,2.93E-06,2.68E-10,0.001279671,0.02669603,6.28E-05,3.80E-07,0.1944,MJ,0.416768694,7.33E-05,4.53E-07,-6.91E-12,0.002259378,0.405445769,0.000380502,2.52E-06,1.993402304,MJ,0,0,0,0,0,0,0,0,0,MJ,Propylene,#N/A,#N/A,#N/A,#N/A,QQONPFPTGQHPMA-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
23: Construction/2362: Nonresidential Building Construction,23: Construction,2362: Nonresidential Building Construction,Proton exchange water electrolysis plant; construction,ba3da3db-344c-422a-905b-40a079322b19,US,United States,UNIT_PROCESS,"This cradle to gate unit process is for the construction of one proton exchange membrane water electrolysis(PEMWE) plant. This model is based on an estimate of the balance of plant data for one PEMWE facility and have been adapted to represent US conditions. Data were originally collected by Bareiß et al., 2019 and have been adapted by the National Renewable Energy Laboratory (NREL). The system boundary of this dataset includes the main incoming materials with transportation.",1,Item(s),11483949.15,32550.16191,5676.266533,0.02115592,626701.2859,11430238.01,1383.616198,55.90365169,5022.449772,10.85837781,0.575136989,7.48E-05,230.9569295,4752.896295,9.0019784,0.060083394,31255.2,MJ,11466493.77,32511.71603,5673.848837,0.021046933,625972.5977,11413639.6,1355.18393,55.71408353,120669492.5,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3359: Other Electrical Equipment and Component Manufacturing,31-33: Manufacturing,3359: Other Electrical Equipment and Component Manufacturing,"Proton exchange water electrolysis stack; 1 MW, at plant",ba7b5d07-402b-4f76-8f55-2c7d4ce3e6c7,US,United States,UNIT_PROCESS,"This cradle to gate unit process is for the production of one proton exchange membrane water electrolyzer (PEMWE) stack. The original model was based on German data but has been adapted to represent US conditions. Data were originally collected by Bareiß et al., 2019 and have been adapted by the National Renewable Energy Laboratory (NREL). The system boundary of this dataset includes incoming materials and process energy.",1,Item(s),2236.500375,4.739251144,0.256185785,3.12E-05,103.2191733,2112.816139,4.154468822,0.025295019,2089.216465,4.516820026,0.239242944,3.11E-05,96.07244309,1977.088801,3.744603201,0.024993225,13001.4,MJ,139.6680955,0.190937024,0.011735074,1.42E-08,6.076613223,128.1818687,0.408934518,0.000135079,2219.329586,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",31-33: Manufacturing,"3221: Pulp, Paper, and Paperboard Mills","Pulp, kraft market, bleached, average production, at mill",cbf4023b-71f7-36b7-8c45-ea43bc2f108c,RNA,North America,UNIT_PROCESS,"Bleached kraft market pulp, average North American production, at mill. By-products were allocated 0% of the impacts to enable the user to choose and apply their own allocation method more easily. All flows are production-weighted means. Data were developed for a full LCA that was critically reviewed.  Reviewers were: • Martha Stevenson, Chairperson – Private Consultant to the public interest with ten years of experience in sustainability, environmental management, packaging and materials recovery; led the development of the Design Guidelines for Sustainable Packaging and the COMPASS software used to compare the environmental impacts of package designs; • Pascal Lesage – Life cycle assessment consultant, Researcher at École Polytechnique de Montréal [at the Inter-University Research Centre for the Life Cycle of Products, Processes and Services (CIRAIG) in Montreal]; and • Dale Phenicie, Environmental Affairs Consulting – Consultant with 35 years of experience in environmental protection and process consulting for the forest products industry. Has served on several U.S. EPA Task Forces dealing with water quality issues and authored several AF&PA Environmental, Health and Safety/Sustainability reports.  ",1,kg,3.529974238,0.008618408,0.001300642,6.09E-07,0.143271004,3.460265571,0.00178221,7.44E-05,0.286044982,0.00061842,3.28E-05,4.26E-09,0.013153754,0.270693027,0.000512692,3.42E-06,1.780086116,MJ,0.003288959,4.43E-06,2.72E-07,3.33E-13,0.000140833,0.003010114,9.47E-06,5.12E-08,0.052163069,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,FALSE,N/A,0.4963,1.819,1.71E+00,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1133: Logging","11: Agriculture, Forestry, Fishing and Hunting",1133: Logging,"Pulpwood, hardwood, average, at forest road, NE-NC",bada054f-b912-3251-96c1-19e64cde8930,US,United States,UNIT_PROCESS,"Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet undergone a formal validation process. Please email comments to lci@nrel.gov.",1,m3,46.18697295,0.527942798,0.05311077,9.33E-08,18.52121661,45.74774517,0.006263731,0.00099346,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,TRUE,580.6,288.15178,1055.917,-1.01E+03,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1133: Logging","11: Agriculture, Forestry, Fishing and Hunting",1133: Logging,"Pulpwood, softwd, avg, state or private moist forest, at forest rd, INW",fa501a68-3e1d-3ef1-84a0-48eead282f98,US,United States,UNIT_PROCESS,"1. FIA inventory were from 1989 to 1996 depending on jurisdiction                                
2. Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process. Please email comments to lci@nrel.gov.",1,m3,11.69768636,0.088240241,0.009511151,1.94E-08,3.115320846,8.64991896,0.118202809,0.000203328,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,TRUE,380,188.594,691.093,-6.79E+02,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1133: Logging","11: Agriculture, Forestry, Fishing and Hunting",1133: Logging,"Pulpwood, softwood, average, at forest road, INW",4a8e5076-be9b-37a6-8cc1-70ef1c80fce3,US,United States,UNIT_PROCESS,"Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process. Please email comments to lci@nrel.gov.",1,m3,10.42516234,0.088306043,0.009558212,2.02E-08,3.117282856,8.717875174,0.065103603,0.000205222,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,TRUE,380,188.594,691.093,-6.81E+02,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1133: Logging","11: Agriculture, Forestry, Fishing and Hunting",1133: Logging,"Pulpwood, softwood, average, at forest road, NE-NC",906cf3a2-6299-3d9c-8a4b-1fe4240b71da,RNA,North America,UNIT_PROCESS,"Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,m3,12.71638549,0.145374034,0.014623341,2.57E-08,5.099960446,12.59553051,0.001722061,0.000273504,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,TRUE,380,188.594,691.093,-6.78E+02,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1133: Logging","11: Agriculture, Forestry, Fishing and Hunting",1133: Logging,"Pulpwood, softwood, average, state or private dry forest, at forest road, INW",10a86db5-7f96-35cb-83c3-4912877b7eb7,US,United States,UNIT_PROCESS,"1. FIA inventory were from 1989 to 1996 depending on jurisdiction                                 
2. Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process. Please email comments to lci@nrel.gov.",1,m3,7.944567044,0.075850574,0.008408272,1.77E-08,2.685961096,7.805226329,0.0031855,0.000188801,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,TRUE,380,188.594,691.093,-6.83E+02,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1133: Logging","11: Agriculture, Forestry, Fishing and Hunting",1133: Logging,"Pulpwood, softwood, national forest, average, at forest road, INW",20b49008-b007-3407-95b0-92b796e5e2c0,US,United States,UNIT_PROCESS,"Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process. Please email comments to lci@nrel.gov. ",1,m3,10.32270058,0.105786757,0.011286358,2.58E-08,3.721741606,10.17473523,0.003069668,0.000233308,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,TRUE,380,188.594,691.093,-6.81E+02,Gaussian,FALSE,FALSE,N/A,N/A
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",31-33: Manufacturing,"3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Pultruded product, at plant",ccd72499-f6f6-45d1-856a-e8833f80dec8,RNA,North America,UNIT_PROCESS,"This gate-to-gate unit process represents the production of one kilogram of pultruded product manufactured in North America. The material inputs for pultrusion in this study are an average of the plants who provided data; as no one pultrusion plant would make a specific product using all of the materials shown. The studied unit process boundary includes elementary flows associated with upstream raw material extraction and processing, incoming transport, manufacturing of pultruded products, and disposal of process wastes. Four pultruding companies provided data for this average dataset. The thermoset resins included in this analysis are vinyl ester resin, unsaturated polyester, and polyurethane resin, which is shown by the precursors mixed at the pultrusion plant. A variety of glass fibers (rovings and/or mat) may be used for fiber reinforcement, while potential fillers include limestone, aluminum trihydrate and clay. Styrene is sometimes used as a diluent used to lower the viscosity of the resin system during the pultrusion process.  Different catalysts and initiators were reported, but not included as they were smaller than the 1% of the output cut-off. This unit process includes cutoff flows that represent process waste disposal. Land use and land transformation are not included in this dataset. As these pultruding plants were considered as a whole, not focused on any one product; there are no coproducts in this unit process therefore no allocation was performed. ",1,kg,2.334157093,0.005410221,0.000525826,2.27E-08,0.136098525,2.184408731,0.00485372,5.09E-05,0.469155352,0.001014299,5.37E-05,6.99E-09,0.021574069,0.443975915,0.00084089,5.61E-06,2.9196,MJ,0.01021429,3.79E-06,4.53E-06,1.98E-11,0.000133676,0.010046055,1.04E-06,5.24E-07,0.123150601,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3251: Basic Chemical Manufacturing,31-33: Manufacturing,3251: Basic Chemical Manufacturing,"Purified terephthalic acid, PTA, at plant, kg",e893cef4-aab1-4b77-944d-1dc4f669419a,RNA,North America,UNIT_PROCESS,"The main production method for PTA in North America is by the Amoco technology. Crude terephthalic acid is manufactured primarily by the oxidation of paraxylene in the liquid phase. Liquid paraxylene, acetic acid, and a catalyst, such as manganese or cobalt bromides, are combined as the liquid feed to the oxidizers. The temperature of this exothermic reaction is maintained at about 200° C (Lloyd, 2011). The pressure may range from 300 to 400 psi.

Reactor effluents are continuously removed from the reactor and routed to a series of crystallizers, where they are cooled by flashing the liquids. The partially oxidized impurities are more soluble in acetic acid and tend to remain in solution, while crude TPA crystallizes from the liquor.

The slurry from the crystallizers is sent to solid/liquid separators, where crude TPA is recovered in the solids. The liquid portion is distilled and acetic acid, methyl acetate, and water are recovered overhead. Acetic acid is removed from the solution and recycled back to the oxidizer.

The purification of crude TPA involves the hydrogenation of the crude TPA over a palladium-containing catalyst at about 450°F. High-purity TPA is recrystallized from a high-pressure water solution of the hydrogenated material. ",1,kg,1.484316521,0.002167668,0.001263857,5.23E-07,0.065263152,1.311715507,0.00603782,1.29E-05,0.231451422,0.000500345,2.65E-05,3.45E-09,0.010643099,0.219027764,0.000414902,2.77E-06,1.440432,MJ,0.132344235,0.000178121,1.09E-05,1.34E-11,0.005666973,0.121123808,0.000381203,2.06E-06,2.0989868,MJ,0,0,0,0,0,0,0,0,0,MJ,Terephthalic acid,#N/A,#N/A,#N/A,#N/A,KKEYFWRCBNTPAC-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Phthalic acid and derivatives,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3251: Basic Chemical Manufacturing,31-33: Manufacturing,3251: Basic Chemical Manufacturing,"Pyrolysis gasoline, at plant",19b638bc-033c-3812-a020-18eb2ff8e8eb,RNA,North America,UNIT_PROCESS,"Numerous coproduct streams are produced during this process. Fuel gas and off-gas are two coproducts produced that are exported to another process for fuel use. When the fuel coproducts are exported from the hydrocracker, they carry with them the allocated share of the inputs and outputs for their production. The ratio of the mass of the exported fuel over the total mass output is removed from the total inputs and outputs of the hydrocracker, and the remaining inputs and outputs are allocated over the material hydrocracker products. No energy credit is applied for the exported fuels, since both the inputs and outputs for the exported fuels have been removed from the data set. Complete inventory data and metadata are available in full in the final report and appendices, Cradle-to-Gate Life Cycle Inventory of Nine Plastic Resins and Four Polyurethane Precursors. This report has been extensively reviewed within Franklin Associates and has undergone partial critical review by ACC Plastics Division members and is available at: www.americanchemistry.com. Quantities may vary slightly between the reference to main source and and this module due to rounding.  Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process.  Please email comments to lci@nrel.gov. ",1,kg,1.611463063,0.003345296,0.001023426,5.13E-09,0.102705661,1.39523301,0.007631502,9.42E-06,0.086641458,0.000171359,9.30E-06,1.00E-09,0.003922313,0.08138307,0.000176567,1.11E-06,0.56985713,MJ,0.709693652,0.000580753,3.20E-05,2.43E-11,0.017052513,0.689553598,0.000684219,3.70E-06,3.768573419,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,"Pyrolysis Product - Liquid, Oil phase",39.10%,FALSE,N/A,0.3911,1.433,1.78E-01,Gaussian,FALSE,FALSE,N/A,N/A
31-33: Manufacturing/3274: Lime and Gypsum Product Manufacturing,31-33: Manufacturing,3274: Lime and Gypsum Product Manufacturing,"Quicklime, at plant",9c0c2415-126f-3162-8479-f002f315a8c7,RNA,North America,UNIT_PROCESS,"This module shows limestone mining and lime production as 2 separate unit processes, and also shows it as 1 cradle-to-gate process., Lime is manufactured by calcining in a rotary kiln.
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,1.383919043,0.004003907,6.93E-05,8.91E-09,0.031513886,1.34015534,0.000946329,6.51E-05,0.039221619,8.48E-05,4.49E-06,5.84E-10,0.001803603,0.037116605,7.03E-05,4.69E-07,0.24408,MJ,0.558720419,0.00371363,5.62E-05,8.23E-09,0.027997936,0.517471197,0.000864312,6.43E-05,6.038221416,MJ,0,0,0,0,0,0,0,0,0,MJ,lime,#N/A,#N/A,#N/A,#N/A,ODINCKMPIJJUCX-UHFFFAOYSA-N,Inorganic compounds,Mixed metal/non-metal compounds,Alkaline earth metal organides,Alkaline earth metal oxides,Alkaline earth metal oxides,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,0,1.38E+00
31-33: Manufacturing/3211: Sawmills and Wood Preservation,31-33: Manufacturing,3211: Sawmills and Wood Preservation,"Railroad tie, hardwood, rough, green, at sawmill, SE",bbb16d92-dd0c-33c5-92c7-feca45646d83,US,United States,UNIT_PROCESS,Allocation based on mass.,1,kg,0.105589681,0.000959368,9.73E-05,4.65E-10,0.033081201,0.103788353,4.42E-05,2.10E-06,0.014462249,3.13E-05,1.66E-06,2.16E-10,0.000665045,0.013686064,2.59E-05,1.73E-07,0.09,MJ,0.006295801,7.14E-05,7.17E-06,1.26E-11,0.002504587,0.00623251,9.63E-07,1.37E-07,0.072261471,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,FALSE,N/A,0.4963,1.819,-1.71E+00,Gaussian,FALSE,FALSE,N/A,N/A
31-33: Manufacturing/3211: Sawmills and Wood Preservation,31-33: Manufacturing,3211: Sawmills and Wood Preservation,"Railroad ties, hardwood, creosote treated, SE",a24e59f5-c156-398d-9a15-7d853ef2bf37,US,United States,UNIT_PROCESS,"Pressure-treated creosote southeast US hardwood rail road ties. Base process data presented with allocations to within process co-products noted.  Refer to allocation worksheet for specifics.  All allocations performed using mass or volume. This sheet sets out each unit process in the production of one cubic meter of creosote treated rail road ties producted in the Southeast region.  Important note: although most of the data in the US LCI database has  undergone some sort of review, the database as a whole has not yet  undergone a formal validation process. Please email comments to lci@nrel.gov.; Geography: SE US",1,m3,554.9515827,3.555489196,0.184321469,1.69E-05,54.40903967,508.8580861,1.218230385,0.045072607,18.424905,0.039834063,0.002109896,2.75E-07,0.847267704,17.4360455,0.033023844,0.000220417,114.66,MJ,407.4850975,2.640809669,0.055010448,5.44E-06,25.30593354,377.9308223,0.64859211,0.042987709,4549.4081,MJ,0.220792338,0.087029646,0.036691373,1.09E-05,2.606267796,0,0.0069363,0,767.764,MJ,,,,,,,,,,,,,,TRUE,Wood products,47.80%,TRUE,563.6364,269.2088485,986.501,-4.32E+02,Gaussian,FALSE,FALSE,N/A,N/A
Asphalt Mixture_Parameterized/Other Processes,Asphalt Mixture_Parameterized,Other Processes,RAP,557f5b55-3158-4c55-ab0a-9b0ed8be7acb,,,UNIT_PROCESS,,1,kg,0.000816089,9.36E-06,9.35E-07,1.62E-12,0.000328511,0.000808385,1.08E-07,1.76E-08,0,0,0,0,0,0,0,0,0,N/A,0.000816089,9.36E-06,9.35E-07,1.62E-12,0.000328511,0.000808385,1.08E-07,1.76E-08,0.009253707,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1111: Oilseed and Grain Farming","11: Agriculture, Forestry, Fishing and Hunting",1111: Oilseed and Grain Farming,"Rapeseed, whole plant, at field",5abfba66-c3cb-38f2-8b01-9f566c5ab656,US,United States,UNIT_PROCESS,"Agricultural Crop Production, Harvested acres are 97% of the planted acre (1998-2000 US average).
The impacts of producing 1 kg of seed are assumed equal to those of producing 1kg of grain.
For Water, only consumptive use is taken into account (i.e. 60.7% of the total water consumption). 100% of impacts allocated to rapeseed, 0% to residues
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,1.906331589,0.03033244,0.019135525,4.95E-10,0.572284564,0.263485427,0.000171849,0.006181247,0,0,0,0,0,0,0,0,0,N/A,0.173895749,0.001995498,0.000199333,3.46E-10,0.070000542,0.172253978,2.31E-05,3.75E-06,1.971818784,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Food crops,50.60%,FALSE,N/A,0.5055,1.852,5.40E-02,Gaussian,FALSE,FALSE,N/A,N/A
Asphalt Mixture_Parameterized/Other Processes,Asphalt Mixture_Parameterized,Other Processes,RAS ,0f5c2477-0e6d-429f-8986-8463a990190e,,,UNIT_PROCESS,,1,kg,0.003635307,4.17E-05,4.17E-06,7.24E-12,0.001463368,0.003600986,4.83E-07,7.83E-08,0,0,0,0,0,0,0,0,0,N/A,0.003635307,4.17E-05,4.17E-06,7.24E-12,0.001463368,0.003600986,4.83E-07,7.83E-08,0.041221057,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,31-33: Manufacturing,3273: Cement and Concrete Product Manufacturing,Ready-mix concrete; at plant,3f80f038-7fcd-8757-8820-7c2781926441,US,United States,UNIT_PROCESS,"Concrete is a combination of water, aggregate, and cement, which serves as a binder throughout cured concrete pavement. Examples of aggregate include sand, gravel, crushed stone, and iron blast furnace slag. Raw materials are delivered to a concrete mixing plant by rail, truck or barge.",1,kg,0.09996217,0.000207592,1.79E-05,2.14E-09,0.00583076,0.098494744,4.63E-05,6.32E-07,0.001007159,2.18E-06,1.15E-07,1.50E-11,4.63E-05,0.000953105,1.81E-06,1.20E-08,0.00626765,MJ,0.000250009,2.87E-06,2.87E-07,4.98E-13,0.00010064,0.000247649,3.32E-08,5.39E-09,0.002834878,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,0,1.00E-01
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,31-33: Manufacturing,3273: Cement and Concrete Product Manufacturing,Ready-mix concrete; at site,8ea7d296-302d-4979-a8b2-30270eccab2c,US,United States,UNIT_PROCESS,Transportation of ready-mix concrete to the construction site.,1,kg,0.100168273,0.000208473,1.81E-05,2.14E-09,0.005860967,0.098699085,4.63E-05,6.36E-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,0,1.00E-01
