Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP (AR5),electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP (AR5),nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP (AR5),renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED",Electricity - MIXED - Tampa Electric Company,0b059aed-1f09-38bf-8997-f2f200c7bb53,,UNIT_PROCESS,Electricity from MIXED produced at generating facilities in the Tampa Electric Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.31674792723391293,0.0007270882986968473,3.030592174500435e-05,4.000942173646751e-09,0.012896234379584934,0.302330883210445,0.00046551637632496074,5.014488581965161e-06,0.31674792723391293,0.0007270882986968473,3.030592174500435e-05,4.000942173646751e-09,0.012896234379584934,0.302330883210445,0.00046551637632496074,5.014488581965161e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/HYDRO",Electricity - HYDRO - Avista Corporation,9acef2b9-8236-3834-bb5b-04f608c64c46,,UNIT_PROCESS,Electricity from HYDRO produced at generating facilities in the Avista Corporation region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.0015886888170583854,1.4501081917191797e-24,3.777958341837793e-26,0.0,1.1018063821426797e-08,0.0015672342419995444,7.66234823530036e-07,8.53004818658341e-25,0.0015886888170583854,1.4501081917191797e-24,3.777958341837793e-26,0.0,1.1018063821426797e-08,0.0015672342419995444,7.66234823530036e-07,8.53004818658341e-25,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED",Electricity - MIXED - Duke Energy Progress West,6ab3458c-d5b1-302f-8385-56e0b8deb538,,UNIT_PROCESS,Electricity from MIXED produced at generating facilities in the Duke Energy Progress West region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED",Electricity - MIXED - PacifiCorp West,53d53f18-41f4-3169-b4d3-308dc70b7663,,UNIT_PROCESS,Electricity from MIXED produced at generating facilities in the PacifiCorp West region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/HYDRO",Electricity - HYDRO - Western Area Power Administration - Rocky Mountain Region,94a0dd9f-3176-3463-b42a-7c7cf53214cb,,UNIT_PROCESS,Electricity from HYDRO produced at generating facilities in the Western Area Power Administration - Rocky Mountain Region region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.002541207141863647,8.23770778027877e-24,2.146165162285569e-25,0.0,1.620634017305183e-07,0.0022256343267963753,1.127045768097398e-05,4.8457104589875114e-24,0.002541207141863647,8.23770778027877e-24,2.146165162285569e-25,0.0,1.620634017305183e-07,0.0022256343267963753,1.127045768097398e-05,4.8457104589875114e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED",Electricity - MIXED - Tennessee Valley Authority,4aed2a31-59de-35d3-86c6-1f6f1392561e,,UNIT_PROCESS,Electricity from MIXED produced at generating facilities in the Tennessee Valley Authority region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.31058516896621774,0.0005475231056897034,1.6065220066854418e-05,6.595405533443215e-09,0.005570328553057155,0.30264005422226936,0.00023417187824456155,4.985248784652237e-06,0.31058516896621774,0.0005475231056897034,1.6065220066854418e-05,6.595405533443215e-09,0.005570328553057155,0.30264005422226936,0.00023417187824456155,4.985248784652237e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED",Electricity - MIXED - Nevada Power Company,23b5c015-c680-3966-9ba6-13bda0179e2c,,UNIT_PROCESS,Electricity from MIXED produced at generating facilities in the Nevada Power Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.26093069150178044,0.0009224974733311602,2.8600188604446345e-05,6.270108854563652e-09,0.011662692353972711,0.25322569689481084,0.00022924841442757788,4.383747252072842e-06,0.26093069150178044,0.0009224974733311602,2.8600188604446345e-05,6.270108854563652e-09,0.011662692353972711,0.25322569689481084,0.00022924841442757788,4.383747252072842e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/OFSL","Electricity - OFSL - PJM Interconnection, LLC",1cdc1d2e-a7af-300f-8911-0c7a27c187be,,UNIT_PROCESS,"Electricity from OFSL produced at generating facilities in the PJM Interconnection, LLC region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.26476904590236733,0.0009530297435181377,6.0267308993945594e-05,0.0,0.033734235223936655,0.2644774706334877,5.695547358506973e-06,4.98490350313658e-07,0.26476904590236733,0.0009530297435181377,6.0267308993945594e-05,0.0,0.033734235223936655,0.2644774706334877,5.695547358506973e-06,4.98490350313658e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/NUCLEAR",Electricity - NUCLEAR - Duke Energy Carolinas,18ccfead-5718-352b-80ea-8698ab25a914,,UNIT_PROCESS,Electricity from NUCLEAR produced at generating facilities in the Duke Energy Carolinas region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.004919169934378936,6.607903928333334e-05,5.9349001315391164e-06,1.1338497360022672e-12,0.0005560822357612999,0.0035875215257222207,4.224246194444444e-05,2.184966666666667e-07,0.004919169934378936,6.607903928333334e-05,5.9349001315391164e-06,1.1338497360022672e-12,0.0005560822357612999,0.0035875215257222207,4.224246194444444e-05,2.184966666666667e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/NUCLEAR","Electricity - NUCLEAR - PJM Interconnection, LLC",723f2524-22d2-3197-b1f2-fd314665326c,,UNIT_PROCESS,"Electricity from NUCLEAR produced at generating facilities in the PJM Interconnection, LLC region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.004919831201009584,6.62646259169226e-05,5.9475793217457256e-06,1.2532445587726309e-12,0.0005604357265721858,0.00358812216173804,4.22440381034735e-05,2.185099380795588e-07,0.004919831201009584,6.62646259169226e-05,5.9475793217457256e-06,1.2532445587726309e-12,0.0005604357265721858,0.00358812216173804,4.22440381034735e-05,2.185099380795588e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED","Electricity - MIXED - Midcontinent Independent System Operator, Inc.",99196031-a80c-3465-bf93-50ca3fe8db90,,UNIT_PROCESS,"Electricity from MIXED produced at generating facilities in the Midcontinent Independent System Operator, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.3173170446931786,0.000833620729748187,2.9664071230003933e-05,7.1743851043563795e-09,0.013196876017583662,0.30587019571621343,0.00036501260448501847,4.4510242942617125e-06,0.3173170446931786,0.000833620729748187,2.9664071230003933e-05,7.1743851043563795e-09,0.013196876017583662,0.30587019571621343,0.00036501260448501847,4.4510242942617125e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED",Electricity - MIXED - Portland General Electric Company,6cdaf1e0-1897-39cc-b888-51696348947c,,UNIT_PROCESS,Electricity from MIXED produced at generating facilities in the Portland General Electric Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.4927142172180312,0.000521761117591927,3.262354703113318e-05,0.0,0.018266847075369123,0.4820363334672384,0.00017008532098842732,2.2322621747610435e-05,0.4927142172180312,0.000521761117591927,3.262354703113318e-05,0.0,0.018266847075369123,0.4820363334672384,0.00017008532098842732,2.2322621747610435e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/HYDRO",Electricity - HYDRO - Public Service Company of Colorado,87ec794f-b11a-36a9-aa00-9f971ae93952,,UNIT_PROCESS,Electricity from HYDRO produced at generating facilities in the Public Service Company of Colorado region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.0047752061627373095,3.494383292736822e-23,9.103896237371405e-25,0.0,5.5776786345764595e-08,0.004666596585901407,3.878913458425105e-06,2.0555195839628368e-23,0.0047752061627373095,3.494383292736822e-23,9.103896237371405e-25,0.0,5.5776786345764595e-08,0.004666596585901407,3.878913458425105e-06,2.0555195839628368e-23,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/HYDRO",Electricity - HYDRO - Western Area Power Administration - Upper Great Plains West,0fbd33b0-3e67-33e1-b3a8-9b6ea982b7c6,,UNIT_PROCESS,Electricity from HYDRO produced at generating facilities in the Western Area Power Administration - Upper Great Plains West region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.0061239173835344945,2.5923185636237326e-24,6.753752304876183e-26,0.0,9.048097322558856e-08,0.0059477311803206164,6.292364400495634e-06,1.5248932727198427e-24,0.0061239173835344945,2.5923185636237326e-24,6.753752304876183e-26,0.0,9.048097322558856e-08,0.0059477311803206164,6.292364400495634e-06,1.5248932727198427e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/OIL",Electricity - OIL - Tennessee Valley Authority,22b9625c-c3aa-3f06-bf64-33cb0fa3eb9b,,UNIT_PROCESS,Electricity from OIL produced at generating facilities in the Tennessee Valley Authority region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.8723429157717048,0.005288605485237148,0.0018819878344734507,1.3293814033111714e-07,0.14670538409540698,0.7821999689296527,0.0024741465883774266,1.875682610005115e-05,0.8723429157717048,0.005288605485237148,0.0018819878344734507,1.3293814033111714e-07,0.14670538409540698,0.7821999689296527,0.0024741465883774266,1.875682610005115e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/HYDRO",Electricity - HYDRO - Balancing Authority of Northern California,846fdf41-6654-3f25-ae73-14d82e4d5621,,UNIT_PROCESS,Electricity from HYDRO produced at generating facilities in the Balancing Authority of Northern California region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.0007851176997134826,1.735695419351015e-24,4.521997066062145e-26,0.0,1.1963099874307588e-08,0.0007618229331964643,8.319559470363675e-07,1.0209973055005971e-24,0.0007851176997134826,1.735695419351015e-24,4.521997066062145e-26,0.0,1.1963099874307588e-08,0.0007618229331964643,8.319559470363675e-07,1.0209973055005971e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/HYDRO",Electricity - HYDRO - Imperial Irrigation District,42b312e2-2c94-3909-8fb4-af3d64b3ed95,,UNIT_PROCESS,Electricity from HYDRO produced at generating facilities in the Imperial Irrigation District region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,2.4040314837009474e-21,1.3900862320719764e-23,3.621583483439285e-25,0.0,2.0285421454916187e-22,8.176977835717508e-24,8.176977835717508e-24,8.176977835717508e-24,2.4040314837009474e-21,1.3900862320719764e-23,3.621583483439285e-25,0.0,2.0285421454916187e-22,8.176977835717508e-24,8.176977835717508e-24,8.176977835717508e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/HYDRO",Electricity - HYDRO - California Independent System Operator,4cec1d7d-8511-3137-866b-a31c1bbfc84f,,UNIT_PROCESS,Electricity from HYDRO produced at generating facilities in the California Independent System Operator region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.0014928439522711866,3.9961436481585615e-24,1.041112953982016e-25,0.0,6.71840978119083e-08,0.0013620218502551312,4.672217929144831e-06,2.3506727342109187e-24,0.0014928439522711866,3.9961436481585615e-24,1.041112953982016e-25,0.0,6.71840978119083e-08,0.0013620218502551312,4.672217929144831e-06,2.3506727342109187e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/HYDRO",Electricity - HYDRO - Los Angeles Department of Water and Power,ab98f6a9-7ace-32b2-9c98-1d6588fb4f95,,UNIT_PROCESS,Electricity from HYDRO produced at generating facilities in the Los Angeles Department of Water and Power region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.0007920454203654008,1.0441121805465557e-23,2.7202193221415856e-25,0.0,2.627524732194904e-08,0.0007408817790038313,1.8272729057703395e-06,6.14183635615621e-24,0.0007920454203654008,1.0441121805465557e-23,2.7202193221415856e-25,0.0,2.627524732194904e-08,0.0007408817790038313,1.8272729057703395e-06,6.14183635615621e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED",Electricity - MIXED - New York Independent System Operator,12b19cd0-b280-3988-beae-b2570a09482a,,UNIT_PROCESS,Electricity from MIXED produced at generating facilities in the New York Independent System Operator region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.4339497722863292,0.0015357794033621522,4.6289158172056667e-05,7.490619090788669e-10,0.02166564399857526,0.42004986723757043,0.00036365362623444914,1.3805459269632107e-05,0.4339497722863292,0.0015357794033621522,4.6289158172056667e-05,7.490619090788669e-10,0.02166564399857526,0.42004986723757043,0.00036365362623444914,1.3805459269632107e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/HYDRO",Electricity - HYDRO - Western Area Power Administration - Desert Southwest Region,af3ba512-1e68-31a2-ac7f-f02237db1eb8,,UNIT_PROCESS,Electricity from HYDRO produced at generating facilities in the Western Area Power Administration - Desert Southwest Region region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.011033630182874237,6.612600489161287e-25,1.7227769156761966e-26,0.0,8.811584694611345e-07,0.009317822321512684,6.127885219148402e-05,3.8897649936242867e-25,0.011033630182874237,6.612600489161287e-25,1.7227769156761966e-26,0.0,8.811584694611345e-07,0.009317822321512684,6.127885219148402e-05,3.8897649936242867e-25,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED","Electricity - MIXED - Electric Reliability Council of Texas, Inc.",e3b20b0c-af22-3626-bd9a-044475646f5f,,UNIT_PROCESS,"Electricity from MIXED produced at generating facilities in the Electric Reliability Council of Texas, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.30007697458509835,0.001170081503630786,2.9882314747111545e-05,5.621350195684778e-09,0.013485981629331753,0.2922160095585126,0.00023699345043027927,4.4612281054688e-06,0.30007697458509835,0.001170081503630786,2.9882314747111545e-05,5.621350195684778e-09,0.013485981629331753,0.2922160095585126,0.00023699345043027927,4.4612281054688e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED",Electricity - MIXED - South Carolina Electric & Gas Company,7c8d1f2f-96e8-332e-ab1c-8b3e411e9912,,UNIT_PROCESS,Electricity from MIXED produced at generating facilities in the South Carolina Electric & Gas Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.5859470534541962,0.0021107513538524227,4.216136215251077e-05,2.635272944362318e-10,0.020991184037134288,0.5761676358162378,0.00016903070093227026,1.8926953144187073e-05,0.5859470534541962,0.0021107513538524227,4.216136215251077e-05,2.635272944362318e-10,0.020991184037134288,0.5761676358162378,0.00016903070093227026,1.8926953144187073e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED",Electricity - MIXED - Western Area Power Administration - Desert Southwest Region,f02e2cd5-b143-3b5c-a551-fbccc8658416,,UNIT_PROCESS,Electricity from MIXED produced at generating facilities in the Western Area Power Administration - Desert Southwest Region region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.31587219791131654,0.0007356113364645188,4.100379155761983e-05,7.5518245643537e-09,0.019569387720033114,0.3063880827783484,0.00029187676853127117,4.745638764251251e-06,0.31587219791131654,0.0007356113364645188,4.100379155761983e-05,7.5518245643537e-09,0.019569387720033114,0.3063880827783484,0.00029187676853127117,4.745638764251251e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/HYDRO",Electricity - HYDRO - NorthWestern Corporation,f926edec-1ad0-3e22-8f72-bf5654c2dafd,,UNIT_PROCESS,Electricity from HYDRO produced at generating facilities in the NorthWestern Corporation region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.009552198546183114,2.0126107823846845e-24,5.243443032459863e-26,0.0,1.0036925082264452e-07,0.009356757708275968,6.980029925255233e-06,1.1838886955204025e-24,0.009552198546183114,2.0126107823846845e-24,5.243443032459863e-26,0.0,1.0036925082264452e-07,0.009356757708275968,6.980029925255233e-06,1.1838886955204025e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/MIXED",Electricity - MIXED - Southwest Power Pool,ef7ec349-3858-37de-80d1-d0a3078fbf82,,UNIT_PROCESS,Electricity from MIXED produced at generating facilities in the Southwest Power Pool region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.2881187707268015,0.0008371853932740242,2.904362636459977e-05,4.477015678648021e-09,0.013129056873039053,0.2752107908587958,0.00042843638091113697,3.2725469366512565e-06,0.2881187707268015,0.0008371853932740242,2.904362636459977e-05,4.477015678648021e-09,0.013129056873039053,0.2752107908587958,0.00042843638091113697,3.2725469366512565e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/GAS",Electricity - GAS - NorthWestern Corporation,9ffb3357-2438-336d-b35b-ea45d90793b8,,UNIT_PROCESS,Electricity from GAS produced at generating facilities in the NorthWestern Corporation region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.2258837055769133,0.0009086326400570799,6.389686244306216e-05,5.791465554239503e-10,0.03116819696219558,0.20981396301490385,0.0005634022686283415,8.500595618374114e-07,0.2258837055769133,0.0009086326400570799,6.389686244306216e-05,5.791465554239503e-10,0.03116819696219558,0.20981396301490385,0.0005634022686283415,8.500595618374114e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/GAS","Electricity - GAS - Southern Company Services, Inc. - Trans",b316387a-6e0f-33e7-9e94-60ad84529a94,,UNIT_PROCESS,"Electricity from GAS produced at generating facilities in the Southern Company Services, Inc. - Trans region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.14690597899156357,0.00026094468484666174,1.9844177129157355e-05,2.8535010476981565e-10,0.008617408998556566,0.1380470375204415,0.00031071538931650626,5.308630076736923e-07,0.14690597899156357,0.00026094468484666174,1.9844177129157355e-05,2.8535010476981565e-10,0.008617408998556566,0.1380470375204415,0.00031071538931650626,5.308630076736923e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/COAL",Electricity - COAL - Southwestern Power Administration,fed844f9-a10e-340c-b719-4c4a5053545e,,UNIT_PROCESS,Electricity from COAL produced at generating facilities in the Southwestern Power Administration region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.29874586198555614,0.0011747724051200535,2.3920368789614828e-05,7.741418731581879e-09,0.009499651972032027,0.29339234385568225,0.0001427775573749573,4.967870055670674e-06,0.29874586198555614,0.0011747724051200535,2.3920368789614828e-05,7.741418731581879e-09,0.009499651972032027,0.29339234385568225,0.0001427775573749573,4.967870055670674e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/COAL","Electricity - COAL - Associated Electric Cooperative, Inc.",c9cf3a4e-73c5-3ef9-9451-6d6681c89906,,UNIT_PROCESS,"Electricity from COAL produced at generating facilities in the Associated Electric Cooperative, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.26869731102007277,0.0011183539425635401,4.013683747772724e-05,6.854847770452362e-09,0.01858799597900044,0.26464261359536734,0.00010122719309836257,4.45054606515602e-06,0.26869731102007277,0.0011183539425635401,4.013683747772724e-05,6.854847770452362e-09,0.01858799597900044,0.26464261359536734,0.00010122719309836257,4.45054606515602e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/COAL","Electricity - COAL - Southern Company Services, Inc. - Trans",d32102d3-0f61-3cb7-b0d0-185a56d84ac9,,UNIT_PROCESS,"Electricity from COAL produced at generating facilities in the Southern Company Services, Inc. - Trans region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.31554317156203626,0.00044238659970751457,2.3893750511893172e-05,5.0131884491082965e-09,0.009057976345131136,0.3057671565369971,0.00030293250843609174,4.676992608996353e-06,0.31554317156203626,0.00044238659970751457,2.3893750511893172e-05,5.0131884491082965e-09,0.009057976345131136,0.3057671565369971,0.00030293250843609174,4.676992608996353e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/GEOTHERMAL",Electricity - GEOTHERMAL - California Independent System Operator,84b24091-18f9-34fe-9084-5403bb0be6ac,,UNIT_PROCESS,Electricity from GEOTHERMAL produced at generating facilities in the California Independent System Operator region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.033073622864931325,9.762286088220035e-05,5.846384524874553e-06,2.6289800722484997e-15,8.556660102211328e-05,0.02509437876187902,0.0002848423403496714,5.777777777777778e-09,0.033073622864931325,9.762286088220035e-05,5.846384524874553e-06,2.6289800722484997e-15,8.556660102211328e-05,0.02509437876187902,0.0002848423403496714,5.777777777777778e-09,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/COAL",Electricity - COAL - Public Service Company of New Mexico,86cc8a19-8029-377c-abd5-0f1166ea29be,,UNIT_PROCESS,Electricity from COAL produced at generating facilities in the Public Service Company of New Mexico region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.3128754626568925,0.00037101589070523476,2.0707623172574653e-05,7.351943712886941e-09,0.01000895049478408,0.30822007356431536,0.00011775182527020411,4.9697374755594675e-06,0.3128754626568925,0.00037101589070523476,2.0707623172574653e-05,7.351943712886941e-09,0.01000895049478408,0.30822007356431536,0.00011775182527020411,4.9697374755594675e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
