Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP,electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP,nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP,renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
23: Construction/2371: Utility System Construction,power plant construction - wind_const - PacifiCorp - East,d5b6359a-dcf7-3e3d-bf39-656114f23a5c,,LCI_RESULT,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),15.810556094208929,0.10725156446966469,0.18156223450395767,9.628979910762196e-08,1.17611678235778,14.619685391174077,0.03758543098008188,0.0002509726059150039,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - Arizona Public Service Company,f24f1d86-7257-3a25-89c9-2d35973f0880,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),15080.488911373239,44.605146395013826,42.65881834242597,0.0033663677650380927,915.5472574288157,13128.99615423013,51.367617425501585,0.41875838150478517,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - Duke Energy Progress East,caeb14d1-a014-3234-90ed-c95751b07e7e,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),38.913898174920625,0.20852314700752267,0.11126491316099332,8.889506282338563e-07,5.383235782010743,35.81953400278662,0.08099879670661747,0.0006710508880535393,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - Balancing Authority of Northern California,efc60387-7aa4-3c77-9fee-f8bece7a2d0a,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),26.633144476015772,0.14695085337364105,0.0982457964461953,7.490343044930606e-07,3.541292315601589,24.462807736435646,0.05804932187302393,0.0004962207643477909,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - coal_const - US Average,bd216727-7625-334b-9956-e2c9aab61caf,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),26355.240799636962,80.31987477704217,43.715942345063276,0.005862635854857509,1661.2100478413909,22933.01073102759,86.19769503536776,0.7686670145116304,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - wind_const - US Average,f1606ae1-4952-3eb2-83cd-5ad1d5233f15,,LCI_RESULT,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),16.629227319921455,0.11113989851678349,0.18421089273233904,9.952145195229912e-08,1.2039894053654077,15.38300142873382,0.03954538121207227,0.00025657808498834355,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_thermal_const - Nevada Power Company,df235ed5-5ac2-35f7-97b0-548a570941a2,,LCI_RESULT,"This process represents the cradle-to-gate inventory for electricity production from US solar thermal power plants. Inventories were developed for each solar thermal plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The inventory for the plant is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),153.14189327871026,1.6160304631812141,0.2779505098688863,2.132249195258338e-08,5.312150363597862,152.81131522590974,0.011287686745278606,4.2088516344284957e-05,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - Bonneville Power Administration,c07c51fc-774e-31cb-8e16-aee17eab1e91,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),33.104340486993806,0.18159454516330423,0.09968793004370108,9.01880773879844e-07,4.7374278429062295,30.395232371870225,0.07027874045883782,0.0006154494676051095,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,"power plant construction - ngcc_const - PJM Interconnection, LLC",e3284a39-e499-35dc-b27c-81a78eecdcc8,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),12085.242060946824,35.7457901077177,34.1860365888649,0.0026977486967263925,733.7036809143933,10521.34963750739,41.16511701508007,0.33558569853255593,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - coal_const - ISO New England Inc.,f72f0cd7-8223-306c-ac38-70ac5155095f,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),26200.59634714756,79.84858243889438,43.45943063187484,0.005828235709595636,1651.4625778686725,22798.446872727265,85.69191345454547,0.7641567127272729,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,"power plant construction - ngcc_const - Griffith Energy, LLC",d0a6e069-00d9-3000-aa5e-1373d6299b5f,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),16580.487948901333,49.04185113678519,46.90192921447911,0.003701207599290053,1006.6132708071345,14434.88760846561,56.47695951322752,0.46041068952380954,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - solar_pv_const - PacifiCorp - West,e5446a19-1549-38df-8762-af60acd402eb,,LCI_RESULT,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),33.29672955730574,0.18321716456790793,0.09898200400128607,8.340829306904149e-07,4.863430990136946,30.597126176850207,0.06921913511465576,0.000609580663418712,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,petroleum extraction and processing - RFO PADD 2,3b4072c8-5e93-3af4-8ec8-2929388bda35,,LCI_RESULT,"The cradle-to-gate inventory for production of refinery products (residual fuel oil or diesel fuel oil) for each U.S. Petroleum Administration for Defense District (PADD). The method for generating the inventory largely follows the method detailed in the journal article below, but in this case 2016 data were used for determining crude mixes new versions of the model were used. Additionally, OPGEE was used to provide only the amounts of various fuels used in the production of crude, and NETL unit processes were used for combustion of those fuels to provide a more complete inventory.
https://pubs.acs.org/doi/abs/10.1021/acs.est.6b02819
The model is constructed to provide the inventory for diesel fuel oil or residual fuel oil based on PADD. This inventory includes crude extraction (foreign and domestic), crude transportation, crude refining, and fuel transportation.  This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,MJ,0.014538848669910665,1.173831433475789e-05,6.992020195773918e-07,2.0708036484725602e-11,0.0003146996340820012,0.011163339977702108,0.00011941914876601162,1.071073746047893e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,petroleum extraction and processing - DFO PADD 3,50b674c7-4ccc-321a-9d08-43058e790cf9,,LCI_RESULT,"The cradle-to-gate inventory for production of refinery products (residual fuel oil or diesel fuel oil) for each U.S. Petroleum Administration for Defense District (PADD). The method for generating the inventory largely follows the method detailed in the journal article below, but in this case 2016 data were used for determining crude mixes new versions of the model were used. Additionally, OPGEE was used to provide only the amounts of various fuels used in the production of crude, and NETL unit processes were used for combustion of those fuels to provide a more complete inventory.
https://pubs.acs.org/doi/abs/10.1021/acs.est.6b02819
The model is constructed to provide the inventory for diesel fuel oil or residual fuel oil based on PADD. This inventory includes crude extraction (foreign and domestic), crude transportation, crude refining, and fuel transportation.  This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,MJ,0.019614552465684314,2.6195042084785647e-05,1.5381148053240453e-06,2.5798775478837183e-11,0.0006476338497193006,0.015753013843969765,0.00013625348871618555,1.5315720808029093e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - wind_const - Avista Corporation,ed12e1c3-7374-3868-af67-d9bc605fb1ab,,LCI_RESULT,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),22.74409515597672,0.1416169323398753,0.21097675477979982,1.2258051397926923e-07,1.4628405737005024,21.077428406898527,0.05409041515856191,0.0003057564563120328,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - ISO New England Inc.,fb8d4f57-a952-354e-9c3e-72e7d1fa6c11,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),13085.045617202797,38.70301412446822,37.014223296543136,0.0029209315446387172,794.402469214777,11391.773476032331,44.57067812654248,0.36334846680227234,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - No BA,cbc996d5-d453-36b5-aaf5-ddf3e63c4eda,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),8290.243974450665,24.520925568392595,23.45096460723955,0.0018506037996450263,503.3066354035672,7217.443804232803,28.23847975661376,0.23020534476190477,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,petroleum extraction and processing - RFO PADD 3,b25fdc7f-9e80-3849-8904-d3524fbe69bb,,LCI_RESULT,"The cradle-to-gate inventory for production of refinery products (residual fuel oil or diesel fuel oil) for each U.S. Petroleum Administration for Defense District (PADD). The method for generating the inventory largely follows the method detailed in the journal article below, but in this case 2016 data were used for determining crude mixes new versions of the model were used. Additionally, OPGEE was used to provide only the amounts of various fuels used in the production of crude, and NETL unit processes were used for combustion of those fuels to provide a more complete inventory.
https://pubs.acs.org/doi/abs/10.1021/acs.est.6b02819
The model is constructed to provide the inventory for diesel fuel oil or residual fuel oil based on PADD. This inventory includes crude extraction (foreign and domestic), crude transportation, crude refining, and fuel transportation.  This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,MJ,0.023960928859517793,2.9207557964725753e-05,1.714305029357419e-06,3.7433175940824577e-11,0.0007041274006695644,0.019489046871805558,0.00015780022478117166,1.8176749293668344e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - coal_const - Seminole Electric Cooperative,ef0644c5-76d9-327d-b0f8-fcd33e1d3ec3,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),26200.596347147566,79.84858243889437,43.45943063187485,0.005828235709595637,1651.4625778686723,22798.446872727272,85.69191345454546,0.7641567127272727,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - coal_const - California Independent System Operator,cef553ab-6ff5-38cc-9219-e047daf9c8e4,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),26200.59634714756,79.84858243889434,43.459430631874866,0.005828235709595636,1651.4625778686698,22798.446872727265,85.69191345454547,0.7641567127272725,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,"power plant construction - wind_const - PJM Interconnection, LLC",f9727f7b-03a5-3c3c-8b1a-80540ca6f36e,,LCI_RESULT,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),16.85818883221601,0.11396305634448374,0.1919077610205928,1.0282674956648627e-07,1.2431959875438447,15.589646708797112,0.04010953857793899,0.00026572773204623494,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - City of Tallahassee,e36d057a-f7f3-37c4-85b6-75790b7f42d1,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),24768.36733595293,73.26000221070124,70.06333077345035,0.00552896088995445,1503.705278966067,21563.213328915463,84.36676191631938,0.6877735515787838,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,"power plant construction - coal_const - Southern Company Services, Inc. - Trans",d43ae72a-8ef2-3362-a0b8-9f27df0f9391,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),26200.59634714757,79.84858243889437,43.45943063187486,0.005828235709595637,1651.462577868672,22798.446872727276,85.69191345454546,0.7641567127272727,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,"power plant construction - wind_const - Midcontinent Independent Transmission System Operator, Inc..",cbc65ec0-5f56-3c03-9dcd-af6d39f58657,,LCI_RESULT,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),16.9961543051001,0.11071527705925574,0.1766145033704335,9.670336547590488e-08,1.2370943521475721,15.724923498722816,0.040315381713155976,0.00025144262057142616,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2371: Utility System Construction,power plant construction - ngcc_const - Louisville Gas and Electric Company and Kentucky Utilities Company,d90bfc7a-8777-3a29-99c2-557a8c053263,,LCI_RESULT,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",1.0,Item(s),9223.173872847261,27.28035034160947,26.08998296372694,0.002058858661636539,559.9454761513753,8029.647779859738,31.416253792143007,0.25611115037642634,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
