USZIP,County,City,State,State_Code
13795,Broome,Kirkwood,New york,NY
17536,Lancaster,Kirkwood,Pennsylvania,PA
61447,Warren,Kirkwood,Illinois,IL
63122,St. Louis,Kirkwood,Missouri,MO
95646,Alpine,Kirkwood,California,CA
13082,Madison,Kirkville,New york,NY
52566,Wapello,Kirkville,Iowa,IA
63501,Adair,Kirksville,Missouri,MO
42054,Calloway,Kirksey,Kentucky,KY
51447,Shelby,Kirkman,Iowa,IA
46050,Clinton,Kirklin,Indiana,IN
60146,DeKalb,Kirkland,Illinois,IL
79201,Childress,Kirkland,Texas,TX
86332,Yavapai,Kirkland,Arizona,AZ
98033,King,Kirkland,Washington,WA
98034,King,Kirkland,Washington,WA
43033,Licking,Kirkersville,Ohio,OH
80824,Yuma,Kirk,Colorado,CO
65679,Taney,Kirbyville,Missouri,MO
71950,Pike,Kirby,Arkansas,AR
78219,Bexar,Kirby,Texas,TX
82430,Hot Springs,Kirby,Wyoming,WY
44049,Lorain,Kipton,Ohio,OH
99614,Bethel Census Area,Kipnuk,Alaska,AK
67070,Barber,Kiowa,Kansas,KS
74553,Pittsburg,Kiowa,Oklahoma,OK
80117,Elbert,Kiowa,Colorado,CO
97830,Wheeler,Kinzua,Oregon,OR
17535,Lancaster,Kinzers,Pennsylvania,PA
58549,Emmons,Kintyre,North dakota,ND
18930,Bucks,Kintnersville,Pennsylvania,PA
74552,Haskell,Kinta,Oklahoma,OK
28501,Lenoir,Kinston,North carolina,NC
36453,Coffee,Kinston,Alabama,AL
44428,Trumbull,Kinsman,Ohio,OH
60437,Grundy,Kinsman,Illinois,IL
67547,Edwards,Kinsley,Kansas,KS
59338,Custer,Kinsey,Montana,MT
22488,Westmoreland,Kinsale,Virginia,VA
49752,Chippewa,Kinross,Michigan,MI
55758,St. Louis,Kinney,Minnesota,MN
7405,Morris,Kinnelon,New jersey,NJ
82516,Fremont,Kinnear,Wyoming,WY
62854,Marion,Kinmundy,Illinois,IL
26537,Preston,Kingwood,West virginia,WV
78363,Kleberg,Kingsville naval,Texas,TX
21087,Baltimore,Kingsville,Maryland,MD
44048,Ashtabula,Kingsville,Ohio,OH
64061,Johnson,Kingsville,Missouri,MO
78364,Kleberg,Kingsville,Texas,TX
29556,Williamsburg,Kingstree,South carolina,SC
28150,Cleveland,Kingstown,North carolina,NC
37082,Cheatham,Kingston springs,Tennessee,TN
61539,Peoria,Kingston mines,Illinois,IL
2364,Plymouth,Kingston,Massachusetts,MA
2881,Washington,Kingston,Rhode island,RI
3848,Rockingham,Kingston,New hampshire,NH
8528,Somerset,Kingston,New jersey,NJ
18704,Luzerne,Kingston,Pennsylvania,PA
30145,Bartow,Kingston,Georgia,GA
37763,Roane,Kingston,Tennessee,TN
45644,Ross,Kingston,Ohio,OH
48741,Tuscola,Kingston,Michigan,MI
53939,Green Lake,Kingston,Wisconsin,WI
60145,DeKalb,Kingston,Illinois,IL
64650,Caldwell,Kingston,Missouri,MO
72742,Madison,Kingston,Arkansas,AR
73439,Marshall,Kingston,Oklahoma,OK
83839,Shoshone,Kingston,Idaho,ID
84743,Piute,Kingston,Utah,UT
98346,Kitsap,Kingston,Washington,WA
37664,Sullivan,Kingsport,Tennessee,TN
18826,Susquehanna,Kingsley,Pennsylvania,PA
49649,Grand Traverse,Kingsley,Michigan,MI
51028,Plymouth,Kingsley,Iowa,IA
31548,Camden,Kingsland,Georgia,GA
71652,Cleveland,Kingsland,Arkansas,AR
78639,Llano,Kingsland,Texas,TX
46346,La Porte,Kingsford height,Indiana,IN
46345,La Porte,Kingsbury,Indiana,IN
78638,Guadalupe,Kingsbury,Texas,TX
93631,Fresno,Kingsburg,California,CA
11024,Nassau,Kings point cont,New york,NY
11754,Suffolk,Kings park,New york,NY
28086,Cleveland,Kings mountain,North carolina,NC
40442,Lincoln,Kings mountain,Kentucky,KY
45034,Warren,Kings island,Ohio,OH
96143,Placer,Kings beach,California,CA
4451,Penobscot,Kingman,Maine,ME
86401,Mohave,Kingman,Arizona,AZ
73750,Kingfisher,Kingfisher,Oklahoma,OK
4947,Franklin,Kingfield,Maine,ME
65262,Callaway,Kingdom city,Missouri,MO
23086,King William,King william,Virginia,VA
19406,Montgomery,King of prussia,Pennsylvania,PA
83633,Elmore,King hill,Idaho,ID
22485,King George,King george,Virginia,VA
13081,Cayuga,King ferry,New york,NY
99612,Aleutians East Borough,King cove,Alaska,AK
64463,Gentry,King city,Missouri,MO
93930,Monterey,King city,California,CA
23085,King and Queen,King and queen c,Virginia,VA
27021,Stokes,King,North carolina,NC
58051,Cass,Kindred,North dakota,ND
12106,Columbia,Kinderhook,New york,NY
62345,Pike,Kinderhook,Illinois,IL
70648,Allen Parish,Kinder,Louisiana,LA
48445,Huron,Kinde,Michigan,MI
49788,Chippewa,Kincheloe,Michigan,MI
25119,Fayette,Kincaid,West virginia,WV
62540,Christian,Kincaid,Illinois,IL
29355,Newberry,Kinards,South carolina,SC
32449,Calhoun,Kinard,Florida,FL
41539,Pike,Kimper,Kentucky,KY
38462,Lewis,Kimmins,Tennessee,TN
46760,Noble,Kimmell,Indiana,IN
25118,Fayette,Kimberly,West virginia,WV
35091,Jefferson,Kimberly,Alabama,AL
54136,Outagamie,Kimberly,Wisconsin,WI
83341,Twin Falls,Kimberly,Idaho,ID
97848,Grant,Kimberly,Oregon,OR
65686,Stone,Kimberling city,Missouri,MO
37920,Knox,Kimberlin height,Tennessee,TN
51543,Audubon,Kimballton,Iowa,IA
24853,McDowell,Kimball,West virginia,WV
37347,Marion,Kimball,Tennessee,TN
48074,St. Clair,Kimball,Michigan,MI
55353,Stearns,Kimball,Minnesota,MN
57355,Brule,Kimball,South dakota,SD
69145,Kimball,Kimball,Nebraska,NE
39556,Hancock,Kiln,Mississippi,MS
39747,Montgomery,Kilmichael,Mississippi,MS
22482,Lancaster,Kilmarnock,Virginia,VA
70066,St. Charles Parish,Killona,Louisiana,LA
6419,Middlesex,Killingworth,Connecticut,CT
5751,Rutland,Killington,Vermont,VT
35645,Lauderdale,Killen,Alabama,AL
76541,Bell,Killeen,Texas,TX
50137,Jasper,Killduff,Iowa,IA
58640,Dunn,Killdeer,North dakota,ND
44637,Holmes,Killbuck,Ohio,OH
27948,Dare,Kill devil hills,North carolina,NC
14748,Cattaraugus,Kill buck,New york,NY
56052,Le Sueur,Kilkenny,Minnesota,MN
69216,Cherry,Kilgore,Nebraska,NE
75662,Gregg,Kilgore,Texas,TX
75562,Cass,Kildare,Texas,TX
15233,Allegheny,Kilbuck,Pennsylvania,PA
43032,Delaware,Kilbourne,Ohio,OH
62655,Mason,Kilbourne,Illinois,IL
71253,West Carroll Parish,Kilbourne,Louisiana,LA
96754,Kauai,Kilauea,Hawaii,HI
59920,Flathead,Kila,Montana,MT
96753,Maui,Kihei,Hawaii,HI
56051,Faribault,Kiester,Minnesota,MN
53042,Manitowoc,Kiel,Wisconsin,WI
24950,Greenbrier,Kieffer,West virginia,WV
74041,Creek,Kiefer,Oklahoma,OK
58747,Sheridan,Kief,North dakota,ND
64649,Caldwell,Kidder,Missouri,MO
99749,Northwest Arctic Borough,Kiana,Alaska,AK
12751,Sullivan,Kiamesha lake,New york,NY
4047,York,Kezar falls,Maine,ME
65261,Chariton,Keytesville,Missouri,MO
23947,Charlotte,Keysville,Virginia,VA
30816,Burke,Keysville,Georgia,GA
32656,Clay,Keystone heights,Florida,FL
24852,McDowell,Keystone,West virginia,WV
35007,Shelby,Keystone,Alabama,AL
46759,Wells,Keystone,Indiana,IN
52249,Benton,Keystone,Iowa,IA
57751,Pennington,Keystone,South dakota,SD
69144,Keith,Keystone,Nebraska,NE
80435,Summit,Keystone,Colorado,CO
7735,Monmouth,Keyport,New jersey,NJ
98345,Kitsap,Keyport,Washington,WA
21757,Frederick,Keymar,Maryland,MD
62253,Bond,Keyesport,Illinois,IL
73947,Cimarron,Keyes,Oklahoma,OK
95328,Stanislaus,Keyes,California,CA
33149,Miami-Dade,Key biscayne,Florida,FL
49908,Baraga,Keweenaw bay,Michigan,MI
54216,Kewaunee,Kewaunee,Wisconsin,WI
53040,Washington,Kewaskum,Wisconsin,WI
46939,Fulton,Kewanna,Indiana,IN
61443,Henry,Kewanee,Illinois,IL
63860,New Madrid,Kewanee,Missouri,MO
49648,Antrim,Kewadin,Michigan,MI
11412,Queens,Kew gardens,New york,NY
11414,Queens,Kew gardens,New york,NY
11415,Queens,Kew gardens,New york,NY
59454,Toole,Kevin,Montana,MT
42053,McCracken,Kevil,Kentucky,KY
45336,Shelby,Kettlersville,Ohio,OH
93239,Kings,Kettleman city,California,CA
55757,Carlton,Kettle river,Minnesota,MN
40958,Bell,Kettle island,Kentucky,KY
99141,Stevens,Kettle falls,Washington,WA
45420,Montgomery,Kettering,Ohio,OH
45429,Montgomery,Kettering,Ohio,OH
74349,Craig,Ketchum,Oklahoma,OK
99901,Ketchikan Gateway Borough,Ketchikan,Alaska,AK
99950,Ketchikan Gateway Borough,Ketchikan,Alaska,AK
50136,Keokuk,Keswick,Iowa,IA
25984,Greenbrier,Kessler,West virginia,WV
50649,Butler,Kesley,Iowa,IA
54135,Menominee,Keshena,Wisconsin,WI
29067,Lancaster,Kershaw,South carolina,SC
15846,Elk,Kersey,Pennsylvania,PA
80644,Weld,Kersey,Colorado,CO
78028,Kerr,Kerrville,Texas,TX
55756,Pine,Kerrick,Minnesota,MN
93238,Kern,Kernville,California,CA
27284,Forsyth,Kernersville,North carolina,NC
25674,Mingo,Kermit,West virginia,WV
79745,Winkler,Kermit,Texas,TX
93630,Fresno,Kerman,California,CA
56252,Swift,Kerkhoven,Minnesota,MN
12446,Ulster,Kerhonkson,New york,NY
26276,Randolph,Kerens,West virginia,WV
75144,Navarro,Kerens,Texas,TX
97531,Josephine,Kerby,Oregon,OR
52248,Keokuk,Keota,Iowa,IA
74941,Haskell,Keota,Oklahoma,OK
52565,Van Buren,Keosauqua,Iowa,IA
52632,Lee,Keokuk,Iowa,IA
24265,Lee,Keokee,Virginia,VA
72083,Lonoke,Keo,Arkansas,AR
55946,Goodhue,Kenyon,Minnesota,MN
95452,Sonoma,Kenwood,California,CA
40847,Harlan,Kenvir,Kentucky,KY
7847,Morris,Kenvil,New jersey,NJ
49508,Kent,Kentwood,Michigan,MI
49512,Kent,Kentwood,Michigan,MI
49548,Kent,Kentwood,Michigan,MI
70444,Tangipahoa Parish,Kentwood,Louisiana,LA
23084,Fluvanna,Kents store,Virginia,VA
4349,Kennebec,Kents hill,Maine,ME
19955,Kent,Kenton,Delaware,DE
38233,Gibson,Kenton,Tennessee,TN
43326,Hardin,Kenton,Ohio,OH
73946,Cimarron,Kenton,Oklahoma,OK
47951,Newton,Kentland,Indiana,IN
94904,Marin,Kentfield,California,CA
49330,Kent,Kent city,Michigan,MI
6757,Litchfield,Kent,Connecticut,CT
14477,Orleans,Kent,New york,NY
15752,Indiana,Kent,Pennsylvania,PA
44240,Portage,Kent,Ohio,OH
44243,Portage,Kent,Ohio,OH
56553,Wilkin,Kent,Minnesota,MN
61044,Stephenson,Kent,Illinois,IL
79855,Culberson,Kent,Texas,TX
97033,Sherman,Kent,Oregon,OR
98031,King,Kent,Washington,WA
98032,King,Kent,Washington,WA
98042,King,Kent,Washington,WA
20895,Montgomery,Kensington,Maryland,MD
44427,Columbiana,Kensington,Ohio,OH
56343,Douglas,Kensington,Minnesota,MN
66951,Smith,Kensington,Kansas,KS
94707,Alameda,Kensington,California,CA
94708,Alameda,Kensington,California,CA
50448,Worth,Kensett,Iowa,IA
72082,White,Kensett,Arkansas,AR
58455,Stutsman,Kensal,North dakota,ND
25530,Wayne,Kenova,West virginia,WV
53140,Kenosha,Kenosha,Wisconsin,WI
53142,Kenosha,Kenosha,Wisconsin,WI
53143,Kenosha,Kenosha,Wisconsin,WI
53144,Kenosha,Kenosha,Wisconsin,WI
97627,Klamath,Keno,Oregon,OR
61749,De Witt,Kenney,Illinois,IL
99336,Benton,Kennewick,Washington,WA
99337,Benton,Kennewick,Washington,WA
19348,Chester,Kennett square,Pennsylvania,PA
63857,Dunklin,Kennett,Missouri,MO
33709,Pinellas,Kenneth city,Florida,FL
56147,Rock,Kenneth,Minnesota,MN
30144,Cobb,Kennesaw,Georgia,GA
16374,Venango,Kennerdell,Pennsylvania,PA
70062,Jefferson Parish,Kenner,Louisiana,LA
70065,Jefferson Parish,Kenner,Louisiana,LA
21645,Kent,Kennedyville,Maryland,MD
14747,Chautauqua,Kennedy,New york,NY
35574,Lamar,Kennedy,Alabama,AL
56733,Kittson,Kennedy,Minnesota,MN
76060,Tarrant,Kennedale,Texas,TX
4046,York,Kennebunkport,Maine,ME
4043,York,Kennebunk,Maine,ME
57544,Lyman,Kennebec,South dakota,SD
47351,Henry,Kennard,Indiana,IN
68034,Washington,Kennard,Nebraska,NE
75847,Houston,Kennard,Texas,TX
54537,Price,Kennan,Wisconsin,WI
14217,Erie,Kenmore,New york,NY
98028,King,Kenmore,Washington,WA
27542,Johnston,Kenly,North carolina,NC
7033,Union,Kenilworth,New jersey,NJ
60043,Cook,Kenilworth,Illinois,IL
84529,Carbon,Kenilworth,Utah,UT
68956,Adams,Kenesaw,Nebraska,NE
74748,Johnston,Kenefic,Oklahoma,OK
78119,Karnes,Kenedy,Texas,TX
4450,Penobscot,Kenduskeag,Maine,ME
74079,Lincoln,Kendrick,Oklahoma,OK
83537,Latah,Kendrick,Idaho,ID
77451,Fort Bend,Kendleton,Texas,TX
46755,Noble,Kendallville,Indiana,IN
8824,Middlesex,Kendall park,New jersey,NJ
14476,Orleans,Kendall,New york,NY
33156,Miami-Dade,Kendall,Florida,FL
54638,Monroe,Kendall,Wisconsin,WI
67857,Hamilton,Kendall,Kansas,KS
78027,Kendall,Kendalia,Texas,TX
23944,Lunenburg,Kenbridge,Virginia,VA
28349,Duplin,Kenansville,North carolina,NC
34739,Osceola,Kenansville,Florida,FL
99611,Kenai Peninsula Borough,Kenai,Alaska,AK
19529,Berks,Kempton,Pennsylvania,PA
46049,Tipton,Kempton,Indiana,IN
58267,Grand Forks,Kempton,North dakota,ND
60946,Ford,Kempton,Illinois,IL
76539,Lampasas,Kempner,Texas,TX
74747,Bryan,Kemp,Oklahoma,OK
83101,Lincoln,Kemmerer,Wyoming,WY
75901,Angelina,Keltys,Texas,TX
29353,Union,Kelton,South carolina,SC
37348,Lincoln,Kelso,Tennessee,TN
58045,Traill,Kelso,North dakota,ND
63758,Scott,Kelso,Missouri,MO
98626,Cowlitz,Kelso,Washington,WA
95451,Lake,Kelseyville,California,CA
55724,St. Louis,Kelsey,Minnesota,MN
74039,Creek,Kellyville,Oklahoma,OK
35089,Coosa,Kellyton,Alabama,AL
12455,Delaware,Kelly corners,New york,NY
28448,Bladen,Kelly,North carolina,NC
66538,Nemaha,Kelly,Kansas,KS
71441,Caldwell Parish,Kelly,Louisiana,LA
83011,Teton,Kelly,Wyoming,WY
50135,Jasper,Kellogg,Iowa,IA
83837,Shoshone,Kellogg,Idaho,ID
54215,Manitowoc,Kellnersville,Wisconsin,WI
56650,Beltrami,Kelliher,Minnesota,MN
43438,Erie,Kelleys island,Ohio,OH
50134,Story,Kelley,Iowa,IA
79057,Gray,Kellerville,Texas,TX
50133,Ringgold,Kellerton,Iowa,IA
23401,Accomack,Keller,Virginia,VA
76248,Tarrant,Keller,Texas,TX
99140,Ferry,Keller,Washington,WA
62853,Marion,Kell,Illinois,IL
27847,Bertie,Kelford,North carolina,NC
57634,Corson,Keldron,South dakota,SD
18231,Schuylkill,Kelayres,Pennsylvania,PA
96752,Kauai,Kekaha,Hawaii,HI
97303,Marion,Keizer,Oregon,OR
71047,Caddo Parish,Keithville,Louisiana,LA
61442,Mercer,Keithsburg,Illinois,IL
72351,Mississippi,Keiser,Arkansas,AR
24731,Mercer,Kegley,West virginia,WV
22832,Rockingham,Keezletown,Virginia,VA
55753,Itasca,Keewatin,Minnesota,MN
12944,Essex,Keeseville,New york,NY
62852,Wabash,Keensburg,Illinois,IL
80643,Weld,Keenesburg,Colorado,CO
62851,Wayne,Keenes,Illinois,IL
12942,Essex,Keene,New york,NY
22946,Albemarle,Keene,Virginia,VA
40339,Jessamine,Keene,Kentucky,KY
58847,McKenzie,Keene,North dakota,ND
76059,Johnson,Keene,Texas,TX
93531,Kern,Keene,California,CA
24624,Buchanan,Keen mountain,Virginia,VA
24566,Pittsylvania,Keeling,Virginia,VA
93530,Inyo,Keeler,California,CA
21756,Washington,Keedysville,Maryland,MD
67067,Sedgwick,Kechi,Kansas,KS
40737,Laurel,Keavy,Kentucky,KY
41226,Johnson,Keaton,Kentucky,KY
71046,De Soto Parish,Keatchie,Louisiana,LA
8832,Middlesex,Keasbey,New jersey,NJ
49942,Houghton,Kearsarge,Michigan,MI
7029,Hudson,Kearny,New jersey,NJ
7032,Hudson,Kearny,New jersey,NJ
85237,Pinal,Kearny,Arizona,AZ
84118,Salt Lake,Kearns,Utah,UT
25430,Jefferson,Kearneysville,West virginia,WV
64060,Clay,Kearney,Missouri,MO
68847,Buffalo,Kearney,Nebraska,NE
7734,Monmouth,Keansburg,New jersey,NJ
86034,Navajo,Keams canyon,Arizona,AZ
96751,Kauai,Kealia,Hawaii,HI
96750,Hawaii,Kealakekua,Hawaii,HI
96749,Hawaii,Keaau,Hawaii,HI
84037,Davis,Kaysville,Utah,UT
86033,Navajo,Kayenta,Arizona,AZ
82639,Johnson,Kaycee,Wyoming,WY
48631,Bay,Kawkawlin,Michigan,MI
74641,Kay,Kaw city,Oklahoma,OK
12749,Sullivan,Kauneonga lake,New york,NY
96748,Maui,Kaunakakai,Hawaii,HI
96747,Kauai,Kaumakani,Hawaii,HI
54130,Outagamie,Kaukauna,Wisconsin,WI
75142,Kaufman,Kaufman,Texas,TX
10536,Westchester,Katonah,New york,NY
31047,Houston,Kathleen,Georgia,GA
33849,Polk,Kathleen,Florida,FL
26405,Barbour,Kasson,West virginia,WV
55944,Dodge,Kasson,Minnesota,MN
56050,Le Sueur,Kasota,Minnesota,MN
17959,Schuylkill,Kaska,Pennsylvania,PA
99610,Kenai Peninsula Borough,Kasilof,Alaska,AK
99609,Bethel Census Area,Kasigluk,Alaska,AK
61328,Bureau,Kasbeer,Illinois,IL
80823,Lincoln,Karval,Colorado,CO
16845,Clearfield,Karthaus,Pennsylvania,PA
16041,Butler,Karns city,Pennsylvania,PA
37921,Knox,Karns,Tennessee,TN
78118,Karnes,Karnes city,Texas,TX
62956,Pulaski,Karnak,Illinois,IL
75661,Harrison,Karnack,Texas,TX
99608,Kodiak Island Borough,Karluk,Alaska,AK
56732,Kittson,Karlstad,Minnesota,MN
58744,McHenry,Karlsruhe,North dakota,ND
96707,Honolulu,Kapolei,Hawaii,HI
70548,Vermilion Parish,Kaplan,Louisiana,LA
96755,Hawaii,Kapaau,Hawaii,HI
96746,Kauai,Kapaa,Hawaii,HI
53139,Racine,Kansasville,Wisconsin,WI
64101,Jackson,Kansas city,Missouri,MO
64102,Jackson,Kansas city,Missouri,MO
64105,Jackson,Kansas city,Missouri,MO
64106,Jackson,Kansas city,Missouri,MO
64108,Jackson,Kansas city,Missouri,MO
64109,Jackson,Kansas city,Missouri,MO
64110,Jackson,Kansas city,Missouri,MO
64111,Jackson,Kansas city,Missouri,MO
64112,Jackson,Kansas city,Missouri,MO
64113,Jackson,Kansas city,Missouri,MO
64114,Jackson,Kansas city,Missouri,MO
64119,Clay,Kansas city,Missouri,MO
64120,Jackson,Kansas city,Missouri,MO
64123,Jackson,Kansas city,Missouri,MO
64124,Jackson,Kansas city,Missouri,MO
64125,Jackson,Kansas city,Missouri,MO
64126,Jackson,Kansas city,Missouri,MO
64127,Jackson,Kansas city,Missouri,MO
64128,Jackson,Kansas city,Missouri,MO
64129,Jackson,Kansas city,Missouri,MO
64130,Jackson,Kansas city,Missouri,MO
64131,Jackson,Kansas city,Missouri,MO
64132,Jackson,Kansas city,Missouri,MO
64134,Jackson,Kansas city,Missouri,MO
64136,Jackson,Kansas city,Missouri,MO
64137,Jackson,Kansas city,Missouri,MO
64139,Jackson,Kansas city,Missouri,MO
64145,Jackson,Kansas city,Missouri,MO
64146,Jackson,Kansas city,Missouri,MO
64149,Jackson,Kansas city,Missouri,MO
64150,Platte,Kansas city,Missouri,MO
64153,Platte,Kansas city,Missouri,MO
64154,Platte,Kansas city,Missouri,MO
64155,Clay,Kansas city,Missouri,MO
64156,Clay,Kansas city,Missouri,MO
64157,Clay,Kansas city,Missouri,MO
64158,Clay,Kansas city,Missouri,MO
64164,Platte,Kansas city,Missouri,MO
64165,Clay,Kansas city,Missouri,MO
64166,Clay,Kansas city,Missouri,MO
64167,Clay,Kansas city,Missouri,MO
64192,Jackson,Kansas city,Missouri,MO
66101,Wyandotte,Kansas city,Kansas,KS
66102,Wyandotte,Kansas city,Kansas,KS
66104,Wyandotte,Kansas city,Kansas,KS
66105,Wyandotte,Kansas city,Kansas,KS
66109,Wyandotte,Kansas city,Kansas,KS
66111,Wyandotte,Kansas city,Kansas,KS
66112,Wyandotte,Kansas city,Kansas,KS
66115,Wyandotte,Kansas city,Kansas,KS
66118,Wyandotte,Kansas city,Kansas,KS
44841,Seneca,Kansas,Ohio,OH
61933,Edgar,Kansas,Illinois,IL
74347,Delaware,Kansas,Oklahoma,OK
84637,Millard,Kanosh,Utah,UT
67741,Sherman,Kanorado,Kansas,KS
67454,Ellsworth,Kanopolis,Kansas,KS
28081,Cabarrus,Kannapolis,North carolina,NC
28083,Cabarrus,Kannapolis,North carolina,NC
60901,Kankakee,Kankakee,Illinois,IL
96863,Honolulu,Kaneohe mcas,Hawaii,HI
96744,Honolulu,Kaneohe,Hawaii,HI
16735,Mc Kean,Kane,Pennsylvania,PA
62054,Greene,Kane,Illinois,IL
56251,Kandiyohi,Kandiyohi,Minnesota,MN
26228,Upshur,Kanawha head,West virginia,WV
25115,Fayette,Kanawha falls,West virginia,WV
50447,Hancock,Kanawha,Iowa,IA
96743,Hawaii,Kamuela,Hawaii,HI
50132,Hamilton,Kamrar,Iowa,IA
62053,Calhoun,Kampsville,Illinois,IL
83536,Idaho,Kamiah,Idaho,ID
84036,Summit,Kamas,Utah,UT
99748,Yukon-Koyukuk Census Area,Kaltag,Alaska,AK
99607,Bethel Census Area,Kalskag,Alaska,AK
52247,Washington,Kalona,Iowa,IA
49646,Kalkaska,Kalkaska,Michigan,MI
45853,Putnam,Kalida,Ohio,OH
49645,Manistee,Kaleva,Michigan,MI
96742,Kalawao,Kalaupapa,Hawaii,HI
49001,Kalamazoo,Kalamazoo,Michigan,MI
49002,Kalamazoo,Kalamazoo,Michigan,MI
49006,Kalamazoo,Kalamazoo,Michigan,MI
49007,Kalamazoo,Kalamazoo,Michigan,MI
49008,Kalamazoo,Kalamazoo,Michigan,MI
49009,Kalamazoo,Kalamazoo,Michigan,MI
98625,Cowlitz,Kalama,Washington,WA
96741,Kauai,Kalaheo,Hawaii,HI
99747,North Slope Borough,Kaktovik,Alaska,AK
99830,Wrangell-Petersburg Census Area,Kake,Alaska,AK
65047,Miller,Kaiser,Missouri,MO
96740,Hawaii,Kailua kona,Hawaii,HI
96734,Honolulu,Kailua,Hawaii,HI
86053,Coconino,Kaibito,Arizona,AZ
96732,Maui,Kahului,Hawaii,HI
96731,Honolulu,Kahuku,Hawaii,HI
63445,Clark,Kahoka,Missouri,MO
99335,Franklin,Kahlotus,Washington,WA
57543,Jackson,Kadoka,South dakota,SD
96730,Honolulu,Kaaawa,Hawaii,HI
76247,Denton,Justin,Texas,TX
79330,Garza,Justiceburg,Texas,TX
24851,Mingo,Justice,West virginia,WV
60458,Cook,Justice,Illinois,IL
33458,Palm Beach,Jupiter,Florida,FL
33477,Palm Beach,Jupiter,Florida,FL
33478,Palm Beach,Jupiter,Florida,FL
97911,Malheur,Juntura,Oregon,OR
30534,Dawson,Juno,Georgia,GA
93543,Los Angeles,Juniper hills,California,CA
93553,Los Angeles,Juniper hills,California,CA
31801,Marion,Juniper,Georgia,GA
26275,Barbour,Junior,West virginia,WV
68955,Adams,Juniata,Nebraska,NE
18230,Carbon,Junedale,Pennsylvania,PA
53039,Dodge,Juneau,Wisconsin,WI
99801,Juneau Borough,Juneau,Alaska,AK
99850,Haines Borough,Juneau,Alaska,AK
93529,Mono,June lake,California,CA
31812,Talbot,Junction city,Georgia,GA
40440,Boyle,Junction city,Kentucky,KY
43748,Perry,Junction city,Ohio,OH
54443,Portage,Junction city,Wisconsin,WI
66441,Geary,Junction city,Kansas,KS
71749,Union,Junction city,Arkansas,AR
97448,Lane,Junction city,Oregon,OR
62954,Gallatin,Junction,Illinois,IL
76849,Kimble,Junction,Texas,TX
84740,Piute,Junction,Utah,UT
8042,Burlington,Juliustown,New jersey,NJ
31046,Monroe,Juliette,Georgia,GA
16844,Centre,Julian,Pennsylvania,PA
25529,Boone,Julian,West virginia,WV
27283,Guilford,Julian,North carolina,NC
92036,San Diego,Julian,California,CA
83535,Latah,Juliaetta,Idaho,ID
80737,Sedgwick,Julesburg,Colorado,CO
72081,White,Judsonia,Arkansas,AR
47856,Parke,Judson,Indiana,IN
59453,Wheatland,Judith gap,Montana,MT
53550,Green,Juda,Wisconsin,WI
58443,Foster,Juanita,North dakota,ND
61260,Mercer,Joy,Illinois,IL
78026,Atascosa,Jourdanton,Texas,TX
92252,San Bernardino,Joshua tree,California,CA
76058,Johnson,Joshua,Texas,TX
25857,Raleigh,Josephine,West virginia,WV
75164,Collin,Josephine,Texas,TX
86032,Navajo,Joseph city,Arizona,AZ
84739,Sevier,Joseph,Utah,UT
97846,Wallowa,Joseph,Oregon,OR
13361,Herkimer,Jordanville,New york,NY
97910,Malheur,Jordan valley,Oregon,OR
13080,Onondaga,Jordan,New york,NY
55352,Scott,Jordan,Minnesota,MN
59337,Garfield,Jordan,Montana,MT
72519,Izard,Jordan,Arkansas,AR
21085,Harford,Joppa,Maryland,MD
35087,Cullman,Joppa,Alabama,AL
62953,Massac,Joppa,Illinois,IL
59531,Liberty,Joplin,Montana,MT
64801,Jasper,Joplin,Missouri,MO
64804,Jasper,Joplin,Missouri,MO
24263,Lee,Jonesville,Virginia,VA
28642,Yadkin,Jonesville,North carolina,NC
41052,Grant,Jonesville,Kentucky,KY
47247,Bartholomew,Jonesville,Indiana,IN
49250,Hillsdale,Jonesville,Michigan,MI
17038,Lebanon,Jonestown,Pennsylvania,PA
38639,Coahoma,Jonestown,Mississippi,MS
78645,Travis,Jonestown,Texas,TX
4649,Washington,Jonesport,Maine,ME
63351,Montgomery,Jonesburg,Missouri,MO
37659,Washington,Jonesborough,Tennessee,TN
4648,Washington,Jonesboro,Maine,ME
30236,Clayton,Jonesboro,Georgia,GA
46938,Grant,Jonesboro,Indiana,IN
62952,Union,Jonesboro,Illinois,IL
71251,Jackson Parish,Jonesboro,Louisiana,LA
72401,Craighead,Jonesboro,Arkansas,AR
76538,Coryell,Jonesboro,Texas,TX
15646,Westmoreland,Jones mills,Pennsylvania,PA
72105,Hot Spring,Jones mills,Arkansas,AR
36749,Autauga,Jones,Alabama,AL
49061,Cass,Jones,Michigan,MI
71250,Morehouse Parish,Jones,Louisiana,LA
73049,Oklahoma,Jones,Oklahoma,OK
25856,Raleigh,Jonben,West virginia,WV
41538,Pike,Jonancy,Kentucky,KY
93928,Monterey,Jolon,California,CA
24850,McDowell,Jolo,West virginia,WV
50551,Calhoun,Jolley,Iowa,IA
58271,Pembina,Joliette,North dakota,ND
60431,Will,Joliet,Illinois,IL
60432,Will,Joliet,Illinois,IL
60433,Will,Joliet,Illinois,IL
72350,Mississippi,Joiner,Arkansas,AR
50446,Worth,Joice,Iowa,IA
12095,Fulton,Johnstown,New york,NY
15901,Cambria,Johnstown,Pennsylvania,PA
15902,Cambria,Johnstown,Pennsylvania,PA
