Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],NREF [MJ],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP,electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_NREF,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP,nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_NREF,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP,renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_NREF,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,MSW landfilling of carpet; at MSW landfill,3738da13-666d-35ff-9f17-1af35bff7498,US,UNIT_PROCESS,"The process models materials and energy inputs as well as leachate volumes expected from the disposal of carpet in an MSW landfill environment, using the density of carpet products reported by CCG (2006).  It also includes the environmental burdens associated MSW landfill construction, operation and closure/post-closure care. The presence of carpet in an MSW landfill is assumed to have a negligible contribution to landfill gas generation; therefore, gas emissions are not included in this dataset. Leachate emissions are included based on leaching studies conducted by Pohland and Rachdawong (1996) and Shoaeioskouei, (2012). 

Cover soil is assumed to represent 10% of the volume of waste material placed at MSW landfills that use soil as daily cover.  EREF (1999) estimated that 85% of landfills in the US use soil as daily cover.  The mass quantity of cover necessary for the disposal of carpet at an MSW landfill was estimated using the bulk density of carpet as described in CCG (2006), and using the bulk density of soil as described in USDA (2013).

A detailed estimate of environmental burdens related to CDD material transport to the MSW landfill site was performed using waste tonnage records from three operating Ohio MSW landfill sites. These records provided the transport mode and county and state of origin for received tonnages. The Ohio site data were used to estimate fraction of waste transported via short-haul (<322 km) and long-haul (>322 km) as well as weighted average distance for each transportation mode. These fractions and distances were used along with the transport mode-specific (i.e., truck, rail) waste fractions calculated from Waste Business Journal (2014) database to estimate tonne-km for each transportation mode. 

A detailed estimate of heavy equipment utilization and equipment-specific fuel combustion was developed based on equipment fuel consumption presented by EREF (1999) and based on the operational lifespans and detailed equipment classifications provided in the US EPA (2014) Motor Vehicle Emissions (MOVES) model.",1.0,kg,0.07806999043089646,0.00021461394395284222,4.14543759204238e-05,4.2958106139948707e-10,0.006870690721418234,0.8481343734798902,0.07608193142891956,5.7421139230717265e-05,1.3948888240397151e-06,0.0008449746220399251,1.7327028899024039e-06,1.495664656894217e-07,1.5785393936855612e-11,3.978190705874313e-05,0.0131068326798095,0.0007877034469715344,1.948529097901368e-06,9.011194044829609e-09,0.006444,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
Bridge Processes/CDD to Equipment Operation,Bridge_FuelComb_to_EquipOp_dieselbackhoes_175 < hp < = 300,226bca8e-b422-4033-b412-d3c92511678f,,UNIT_PROCESS,This process links an input in a CDD process to a provider from the Heavy Equipment Operation repository on the Federal LCA Commons. https://www.lcacommons.gov/lca-collaboration/US_Environmental_Protection_Agency/Heavy_equipment_operation/datasets,1.0,kg,4.112448882735223,0.011725421069243866,0.002502938472687631,8.879307787627274e-09,0.4236076206695093,50.12159215116164,4.077520301631735,0.0011872353086751697,6.170884329617118e-06,0,0,0,0,0,0,0,0,0,0,N/A,4.112448882735215,0.011725421069243869,0.0025029384726876296,8.879307787627274e-09,0.42360762066950963,50.12159215116165,4.077520301631727,0.00118723530867517,6.170884329617117e-06,45.0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,Reuse of clay brick; at construction,ac458fdf-26f2-09b1-343b-824d6e47217d,US,UNIT_PROCESS,"This process dataset accounts for the reuse of clay bricks for new construction. This process includes transport from a demolition site to the reuse site, as well as the generation of mortar and other non-reusable waste due to preparing clay bricks for reuse. This process does not account for any other emissions that would result from cleaning or preparing waste clay bricks for reuse.",1.0,kg,0.00667850400502246,9.04411981702192e-06,3.2515927550416715e-06,1.350501700676166e-11,0.00031877460664728744,0.07623262652868223,0.006448375701777508,2.0381866634851998e-06,6.527620829032495e-07,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,Unlined CDD landfilling of concrete; at unlined CDD landfill,6347d0fa-42e5-3100-9406-5af6029759a0,US,UNIT_PROCESS,"The process models materials and energy inputs and emissions from the placement of concrete in an unlined construction and demolition debris (CDD) landfill.  It also includes the environmental burdens associated cover soil placement and with unlined CDD landfill operation, closure and post-closure care. Leachate emissions are estimated based on SPLP measurements by Jang (2000).

Weekly cover soil is assumed to represent 1.43% (1/7 of 10%) of the landfill volume.  The mass quantity of cover soil was estimated using the density of concrete as described in CCG (2006), and using the bulk density of soil as described in USDA (2013).

An estimate of environmental burdens related to CDD transport to the landfill site was performed using waste tonnage records from six operating landfill sites. These records provided the transport mode and county and state of origin for received tonnages.

An estimate of heavy equipment utilization and equipment-specific fuel combustion was developed based on equipment fuel consumption presented by EREF (1999) and based on the operational lifespans and detailed equipment classifications provided in the US EPA (2014) Motor Vehicle Emissions (MOVES) model.",1.0,kg,0.020697916028289357,5.218714504872373e-05,2.4641773373199687,4.7067886188133086e-11,0.0018116727078560065,0.2382843223656404,0.02017753433611276,8.463916168079928e-06,1.0680739484029667e-06,0.0003021138313438839,6.19513882423206e-07,5.3476278235324e-08,5.6439397316131795e-12,1.4223698613181903e-05,0.004686241851998928,0.0002816369866266939,6.966807947803775e-07,3.221879435022878e-09,0.002304,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
Bridge Processes/CDD to Equipment Operation,Bridge_FuelComb_to_EquipOp_dieselrubbtireloader_50 < hp < = 75,12947ccd-a482-4273-ab65-90ef692e923a,,UNIT_PROCESS,This process links an input in a CDD process to a provider from the Heavy Equipment Operation repository on the Federal LCA Commons. https://www.lcacommons.gov/lca-collaboration/US_Environmental_Protection_Agency/Heavy_equipment_operation/datasets,1.0,kg,4.110437036955223,0.01598382430532386,0.0027723350540202305,8.879307787627274e-09,0.5760743886418799,50.12159215116164,4.075179851631735,0.0011989711736751696,6.170884329617118e-06,0,0,0,0,0,0,0,0,0,0,N/A,4.110437036955216,0.015983824305323868,0.0027723350540202296,8.879307787627274e-09,0.57607438864188,50.12159215116165,4.075179851631727,0.00119897117367517,6.170884329617117e-06,45.0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,Recycling of carpet padding; at rebond polyurethane foam production facility,98c39c48-49d8-9223-5fa8-9403bb8e171a,US,UNIT_PROCESS,A gate-to-gate process modeling the recycling of carpet padding as part of a scrap foam mix at a U.S. rebond polyurethane production facility.,1.0,kg,0.5265161583772697,0.0010796982118704977,0.00016966180009873145,2.537907449420894e-08,0.024903845069622347,8.803499824809581,0.4757870853204615,0.0014359437192700073,3.6573672325293613e-05,0.10264782899154348,0.00021048938665929696,1.8169389461535696e-05,1.917615482323866e-09,0.004832720754222124,1.5922228720785068,0.09569050550368237,0.00023670803407510574,1.0946831788749103e-06,0.7828194986786852,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,Land application of land clearing debris mulch; at application ,c1adf862-0f62-3853-8eab-d8df6878990c,US,UNIT_PROCESS,"This process represents the emissions and environmental burdens associated with the land application of mulched LCD, at application site. This process includes the emissions associated with the transportation and spreading of LCD mulch. This process is from gate to application site, and does not include the production of mulch. This process includes the degradation byproducts of aerobic mulch degradation.",1.0,kg,13053.670290699316,39.387748024662955,1.332905622771667,4.421782143508662e-11,0.001793820843228361,0.2343049157588937,11417.251375105812,52.26013106736132,0.6533405487084102,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,Unlined CDD landfilling of copper wire; 12-2; with ground; at unlined CDD landfill,d4676e1d-3287-5d6f-3222-6bebb09c8347,US,UNIT_PROCESS,"The process models materials and energy inputs and emissions from the placement of 12-2 (with ground) copper building wire in an unlined construction and demolition debris (CDD) landfill using the density of copper wire as calculated from Cerrowire (2013).  It also includes the environmental burdens associated cover soil placement and with unlined CDD landfill operation, closure and post-closure care. 

Because the specific copper wire modeled by this dataset incorporates a paper sheathing, it is possible that the landfill disposal of this material may contribute to landfill gas emissions. However, because the paper sheathing is located within the outer PVC jacketing and because details were not found on the mass fraction of paper per length of 12-2 copper wire, landfill gas production is not included in this dataset. Due to an absence of SPLP data (or other leaching studies that estimate expected leachate emissions in an CDD landfill environment), leachate emissions from the CDD landfilling of this material are not included in this dataset. However, it should be noted that copper wire PVC insulation and jacketing may contain phthalate-based plasticizers and lead (used as a heat stabilizer) and these components could potentially leach out of the insulation and jacketing in a landfill environment (US EPA, 2008).

Weekly cover soil is assumed to represent 1.43% (1/7 of 10%) of the landfill volume.  The mass quantity of cover soil was estimated using the density of copper wire, calculated from the information presented in Cerrowire (2013), and using the bulk density of soil as described in USDA (2013).

An estimate of environmental burdens related to CDD transport to the landfill site was performed using waste tonnage records from six operating landfill sites. These records provided the transport mode and county and state of origin for received tonnages.

An estimate of heavy equipment utilization and equipment-specific fuel combustion was developed based on equipment fuel consumption presented by EREF (1999) and based on the operational lifespans and detailed equipment classifications provided in the US EPA (2014) Motor Vehicle Emissions (MOVES) model.",1.0,kg,0.016632550814187668,4.077948897630633e-05,9.229779654897894e-06,3.915322471548328e-11,0.0014347042879911949,0.1938048608292101,0.01618238820926172,6.162603824697476e-06,1.0464241595294442e-06,0.0003021138313438839,6.19513882423206e-07,5.3476278235324e-08,5.6439397316131795e-12,1.4223698613181903e-05,0.004686241851998928,0.0002816369866266939,6.966807947803775e-07,3.221879435022878e-09,0.002304,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
Bridge Processes/CDD to Equipment Operation,Bridge_FuelComb_to_EquipOp_dieselgraders_175 < hp < = 300,3f641f8a-3b5b-43ab-b621-2d5b03ec9e36,,UNIT_PROCESS,This process links an input in a CDD process to a provider from the Heavy Equipment Operation repository on the Federal LCA Commons. https://www.lcacommons.gov/lca-collaboration/US_Environmental_Protection_Agency/Heavy_equipment_operation/datasets,1.0,kg,4.112448882735223,0.011725421069243866,0.002502938472687631,8.879307787627274e-09,0.4236076206695093,50.12159215116164,4.077520301631735,0.0011872353086751697,6.170884329617118e-06,0,0,0,0,0,0,0,0,0,0,N/A,4.112448882735215,0.011725421069243869,0.0025029384726876296,8.879307787627274e-09,0.42360762066950963,50.12159215116165,4.077520301631727,0.00118723530867517,6.170884329617117e-06,45.0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,MSW landfilling of alkaline copper quaternary-treated wood; at MSW landfill,85e44e1c-423c-3cc5-90c3-a74bf58e73b5,US,UNIT_PROCESS,"The process models materials and energy inputs as well as gas and leachate emissions from disposal of ACQ-treated wood products in an MSW landfill environment.  It also includes the environmental burdens associated MSW landfill construction, operation and closure/post-closure care.  A significant fraction of methane produced from wood decomposition is captured and combusted to carbon dioxide at MSW landfills with a gas collection and control system (GCCS). The methane and biogenic carbon dioxide emission from landfills with a GCCS would be lower and higher, respectively, than from landfills without GCCS. The US EPA (2012) estimated that the temporally-averaged gas collection efficiency for lumber and MDF ranges from 76% to 92%.  Using the average nationwide statistics for the percentage of landfills that have GCCS and assuming a 90% average gas collection efficiency as provided for dimensional lumber in US EPA (2012b), the methane and carbon dioxide emissions from the landfill placement of one kilogram of wood  in an MSW landfill are estimated to be 0.022 kg, and 0.33 kg, respectively. Over the 40-year gas collection period simulated by this dataset, wood treatment chemicals were assumed to not have an impact on total gas generation from this treated wood product. Leachate emissions are estimated based on TCLP measurements by Dubey et al. (2010).

Cover soil is assumed to represent 10% of the volume of waste material placed at MSW landfills that use soil as daily cover.  EREF (1999) estimated that 85% of landfills in the US use soil as daily cover.  The mass quantity of cover necessary for the disposal of wood products at an MSW landfill was estimated using the bulk density of treated wood products as described in CCG (2006), and using the bulk density of soil as described in USDA (2013).

A detailed estimate of environmental burdens related to CDD material transport to the MSW landfill site was performed using waste tonnage records from three operating Ohio MSW landfill sites. These records provided the transport mode and county and state of origin for received tonnages. The Ohio site data were used to estimate fraction of waste transported via short-haul (<322 km) and long-haul (>322 km) as well as weighted average distance for each transportation mode. These fractions and distances were used along with the transport mode-specific (i.e., truck, rail) waste fractions  calculated from Waste Business Journal database to estimate tonne-km for each transportation mode. 

A detailed estimate of heavy equipment utilization and equipment-specific fuel combustion was developed based on equipment fuel consumption presented by EREF (1999) and based on the operational lifespans and detailed equipment classifications provided in the US EPA (2014) Motor Vehicle Emissions (MOVES) model.",1.0,kg,2096.9986900186273,5.443896101701517,0.196188584412239,1.2963966292909595e-09,0.005696896623478915,0.36082714278192346,1838.3310991704036,8.660137240126861,0.061070581543468755,0.0008449746220399253,1.7327028899024043e-06,1.4956646568942182e-07,1.5785393936855612e-11,3.978190705874314e-05,0.013106832679809501,0.0007877034469715345,1.9485290979013685e-06,9.011194044829612e-09,0.006444,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
23: Construction/2379: Other Heavy and Civil Engineering Construction,Use of recycled concrete aggregate; as general fill; at fill site,d7721ece-fe07-39be-8cc6-32e4778faf04,US,UNIT_PROCESS,"This process models the placement and use of recycled concrete aggregate as general fill in the environment. This dataset accounts for material  transport to the use site, particulate emissions associated with material placement/stockpiling, equipment utilization, equipment fuel-combustion emissions relating to material placement, and leaching emissions after placement. ",1.0,kg,1152.264462118501,3.243119867291609,0.6218570939567889,2.154848027873123e-06,102.80182672841066,12163.607409948243,1124.7985004737689,0.9237789560492309,0.005991867659787336,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,Crushing of clay brick; as soil fill,6e3c3958-019e-24fa-4dda-c3dbc41c9a50,US,UNIT_PROCESS,"This process models the placement of crushed clay brick as a soil fill. This includes emissions from transporting of the material to the soil fill site, particulate emissions resulting from the dumping of the material at a stockpile site, emissions due to the placement and spreading of the bricks assuming placement is similar to riprap, and emissions due to the leaching of clay brick in a soil fill application. Some fraction of the material likely represents mortar affixed to bricks after demolition, although emissions from mortar, including leaching emissions, are not included in this data set.",1.0,kg,0.007990391783773608,1.5464263162601702e-05,4.081291811951127e-06,1.755003464825826e-11,0.0005217938212118291,0.09028300479159035,0.00775750918418599,3.75514002618637e-06,4.81552388139059e-07,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,MSW landfilling of copper azole-treated wood; at MSW landfill,b36ff810-bd90-3959-b47c-627af60eee4a,US,UNIT_PROCESS,"The process models materials and energy inputs as well as gas and leachate emissions from disposal of CBA-treated wood products in an MSW landfill environment.  It also includes the environmental burdens associated MSW landfill construction, operation and closure/post-closure care.  A significant fraction of methane produced from wood decomposition is captured and combusted to carbon dioxide at MSW landfills with a gas collection and control system (GCCS). The methane and biogenic carbon dioxide emission from landfills with a GCCS would be lower and higher, respectively, than from landfills without GCCS. The US EPA (2012) estimated that the temporally-averaged gas collection efficiency for lumber and MDF ranges from 76% to 92%.  Using the average nationwide statistics for the percentage of landfills that have GCCS and assuming a 90% average gas collection efficiency as provided for dimensional lumber in US EPA (2012b), the methane and carbon dioxide emissions from the landfill placement of one kilogram of wood  in an MSW landfill are estimated to be 0.022 kg, and 0.33 kg, respectively. Over the 40-year gas collection period simulated by this dataset, wood treatment chemicals were assumed to not have an impact on total gas generation from this treated wood product. Leachate emissions are estimated based on TCLP measurements by Dubey et al. (2010).

Cover soil is assumed to represent 10% of the volume of waste material placed at MSW landfills that use soil as daily cover.  EREF (1999) estimated that 85% of landfills in the US use soil as daily cover.  The mass quantity of cover necessary for the disposal of wood products at an MSW landfill was estimated using the bulk density of treated wood products as described in CCG (2006), and using the bulk density of soil as described in USDA (2013).

A detailed estimate of environmental burdens related to CDD material transport to the MSW landfill site was performed using waste tonnage records from three operating Ohio MSW landfill sites. These records provided the transport mode and county and state of origin for received tonnages. The Ohio site data were used to estimate fraction of waste transported via short-haul (<322 km) and long-haul (>322 km) as well as weighted average distance for each transportation mode. These fractions and distances were used along with the transport mode-specific (i.e., truck, rail) waste fractions  calculated from Waste Business Journal database to estimate tonne-km for each transportation mode. 

A detailed estimate of heavy equipment utilization and equipment-specific fuel combustion was developed based on equipment fuel consumption presented by EREF (1999) and based on the operational lifespans and detailed equipment classifications provided in the US EPA (2014) Motor Vehicle Emissions (MOVES) model.",1.0,kg,2096.0461864666268,5.402582087253515,0.19618858441223888,1.2963966292909607e-09,0.005375466079725069,0.3608271427819284,1838.0044910424028,8.637783832126859,0.061070581543468734,0.0008449746220399251,1.7327028899024039e-06,1.4956646568942176e-07,1.5785393936855606e-11,3.978190705874313e-05,0.0131068326798095,0.0007877034469715344,1.948529097901368e-06,9.011194044829609e-09,0.006444,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,MSW landfilling of disodium octaborate tetrahydrate-treated wood; at MSW landfill,d960b128-3863-3515-aea4-ca8097a22db6,US,UNIT_PROCESS,"The process models materials and energy inputs as well as gas and leachate emissions from disposal of DOT-treated wood products in an MSW landfill environment.  It also includes the environmental burdens associated MSW landfill construction, operation and closure/post-closure care.  A significant fraction of methane produced from wood decomposition is captured and combusted to carbon dioxide at MSW landfills with a gas collection and control system (GCCS). The methane and biogenic carbon dioxide emission from landfills with a GCCS would be lower and higher, respectively, than from landfills without GCCS. The US EPA (2012) estimated that the temporally-averaged gas collection efficiency for lumber and MDF ranges from 76% to 92%.  Using the average nationwide statistics for the percentage of landfills that have GCCS and assuming a 90% average gas collection efficiency as provided for dimensional lumber in US EPA (2012b), the methane and carbon dioxide emissions from the landfill placement of one kilogram of wood  in an MSW landfill are estimated to be 0.022 kg, and 0.33 kg, respectively. Over the 40-year gas collection period simulated by this dataset, wood treatment chemicals were assumed to not have an impact on total gas generation from this treated wood product. Leachate emissions are estimated based on TCLP measurements by Dubey et al. (2010).

Cover soil is assumed to represent 10% of the volume of waste material placed at MSW landfills that use soil as daily cover.  EREF (1999) estimated that 85% of landfills in the US use soil as daily cover.  The mass quantity of cover necessary for the disposal of wood products at an MSW landfill was estimated using the bulk density of treated wood products as described in CCG (2006), and using the bulk density of soil as described in USDA (2013).

A detailed estimate of environmental burdens related to CDD material transport to the MSW landfill site was performed using waste tonnage records from three operating Ohio MSW landfill sites. These records provided the transport mode and county and state of origin for received tonnages. The Ohio site data were used to estimate fraction of waste transported via short-haul (<322 km) and long-haul (>322 km) as well as weighted average distance for each transportation mode. These fractions and distances were used along with the transport mode-specific (i.e., truck, rail) waste fractions  calculated from Waste Business Journal database to estimate tonne-km for each transportation mode. 

A detailed estimate of heavy equipment utilization and equipment-specific fuel combustion was developed based on equipment fuel consumption presented by EREF (1999) and based on the operational lifespans and detailed equipment classifications provided in the US EPA (2014) Motor Vehicle Emissions (MOVES) model.",1.0,kg,2096.0461864666277,5.402582087253517,0.196188584412239,1.2963966292909597e-09,0.00537546607972507,0.36082714278192257,1838.0044910424035,8.63778383212686,0.061070581543468755,0.0008449746220399253,1.7327028899024043e-06,1.4956646568942182e-07,1.5785393936855612e-11,3.978190705874314e-05,0.013106832679809501,0.0007877034469715345,1.9485290979013685e-06,9.011194044829612e-09,0.006444,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,Incineration of copper wire; 12-2; with ground; at MSW waste-to-energy facility,56bcb0d7-8f66-4ece-60de-d19b6b899824,US,UNIT_PROCESS,"A gate-to-gate process modeling incineration of copper wire (12-2, with ground, non-metallic sheathing) at a U.S. municipal solid waste waste-to-energy facility. Based on US EPA (2015), an incineration temperature of 750 degrees Celsius is assumed.",1.0,kg,0.4747905246699861,0.003893395992716933,1.1084975301278435e-06,4.6039830704869414e-12,0.012165891846206228,0.02598839540750535,0.46741805182919105,0.00026119555101052994,2.225325282624715e-07,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,MSW landfilling of wood ash; at MSW landfill; CCA 4 kg/m3,cd04d198-eba4-33cf-aa96-1136063a2825,US,UNIT_PROCESS,"The process models materials and energy inputs as well as leachate emissions from disposal of wood ash resulting from the combustion of CCA-treated wood (4 kg/m3 treatment) in an MSW landfill environment.  It also includes the environmental burdens associated MSW landfill construction, operation and closure/post-closure care. The presence of uncombusted carbon is assumed to have a negligible contribution to landfill gas generation; therefore, gas emissions are not included in this dataset. Leachate emissions are estimated based on TCLP measurements by Solo-Gabriele et al. (2002)

Cover soil is assumed to represent 10% of the volume of waste material placed at MSW landfills that use soil as daily cover.  EREF (1999) estimated that 85% of landfills in the US use soil as daily cover.  The mass quantity of cover necessary for the disposal of wood ash from CCA-treated wood combustion at an MSW landfill was estimated using the bulk density of wood ash as described in Huang et al. (1992), and using the bulk density of soil as described in USDA (2013).

A detailed estimate of environmental burdens related to CDD material transport to the MSW landfill site was performed using waste tonnage records from three operating Ohio MSW landfill sites. These records provided the transport mode and county and state of origin for received tonnages. The Ohio site data were used to estimate fraction of waste transported via short-haul (<322 km) and long-haul (>322 km) as well as weighted average distance for each transportation mode. These fractions and distances were used along with the transport mode-specific (i.e., truck, rail) waste fractions  calculated from Waste Business Journal database to estimate tonne-km for each transportation mode. 

A detailed estimate of heavy equipment utilization and equipment-specific fuel combustion was developed based on equipment fuel consumption presented by EREF (1999) and based on the operational lifespans and detailed equipment classifications provided in the US EPA (2014) Motor Vehicle Emissions (MOVES) model.",1.0,kg,2096.0270596293017,5.402545645551121,0.19618504018884295,2.2392389217191105e-10,0.00499537612338084,0.20781604329440564,1837.9867010503665,8.637746924895076,0.06106957730890314,0.0008449746220399253,1.7327028899024043e-06,1.4956646568942182e-07,1.5785393936855612e-11,3.978190705874314e-05,0.013106832679809501,0.0007877034469715345,1.9485290979013685e-06,9.011194044829612e-09,0.006444,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,"MSW landfilling of polyvinyl chloride, PVC; at MSW landfill",2304e974-6e47-4fb3-1ff3-43076394576c,US,UNIT_PROCESS,"The process models materials and energy inputs as well as leachate volumes expected from the disposal of polyvinyl chloride (PVC) materials in an MSW landfill environment, using the density PVC products reported by King County (2007).  It also includes the environmental burdens associated MSW landfill construction, operation and closure/post-closure care. The presence of PVC in an MSW landfill is assumed to have a negligible contribution to landfill gas generation; therefore, gas emissions are not included in this dataset. Due to an absence of TCLP data (or other leaching studies that estimate expected leachate emissions in an MSW landfill environment), leachate emissions from the MSW landfilling of this material are not included in this dataset.

Cover soil is assumed to represent 10% of the volume of waste material placed at MSW landfills that use soil as daily cover.  EREF (1999) estimated that 85% of landfills in the US use soil as daily cover.  The mass quantity of cover necessary for the disposal of PVC products at an MSW landfill was estimated using the bulk density of PVC as described in King County (2007), and using the bulk density of soil as described in USDA (2013).

A detailed estimate of environmental burdens related to CDD material transport to the MSW landfill site was performed using waste tonnage records from three operating Ohio MSW landfill sites. These records provided the transport mode and county and state of origin for received tonnages. The Ohio site data were used to estimate fraction of waste transported via short-haul (<322 km) and long-haul (>322 km) as well as weighted average distance for each transportation mode. These fractions and distances were used along with the transport mode-specific (i.e., truck, rail) waste fractions  calculated from Waste Business Journal (2014) database to estimate tonne-km for each transportation mode. 

A detailed estimate of heavy equipment utilization and equipment-specific fuel combustion was developed based on equipment fuel consumption presented by EREF (1999) and based on the operational lifespans and detailed equipment classifications provided in the US EPA (2014) Motor Vehicle Emissions (MOVES) model.",1.0,kg,0.05124018391934738,0.00013366807869681727,2.453809703817358e-05,7.115827255106194e-10,0.003991268987142316,0.5406458733204732,0.04953036865734916,4.557302994514353e-05,1.5528196013462747e-06,0.0008449746220399253,1.7327028899024043e-06,1.4956646568942182e-07,1.5785393936855612e-11,3.978190705874314e-05,0.013106832679809501,0.0007877034469715345,1.9485290979013685e-06,9.011194044829612e-09,0.006444,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,"MSW landfilling of vinyl composition tile, VCT; at MSW landfill",0ebcd144-4e2a-4021-bfc7-df70d539c12c,US,UNIT_PROCESS,"This process models materials and energy inputs as well as leachate volumes expected from the disposal of vinyl composition tile (VCT) materials in an MSW landfill environment, using the density of VCT, as calculated from NIST (2007).  It also includes the environmental burdens associated with MSW landfill construction, operation and closure/post-closure care. While the presence of VCT in an MSW landfill may produce carbon dioxide and liberate calcium as a result of the reaction of the hydronium ion and the limestone found in VCT, carbon dioxide and calcium emissions could not be estimated because of an absence of toxicity characteristic leaching procedure (TCLP) data. 

Cover soil is assumed to represent 10% of the volume of waste material placed at MSW landfills that use soil as daily cover.  EREF (1999) estimated that 85% of landfills in the US use soil as daily cover.  The mass quantity of cover necessary for the disposal of VCT an MSW landfill was estimated using the density of VCT as calculated from NIST (2007), and using the bulk density of soil as described in USDA (2013).

A detailed estimate of environmental burdens related to CDD material transport to the MSW landfill site was performed using waste tonnage records from three operating Ohio MSW landfill sites. These records provided the transport mode and county and state of origin for received tonnages. The Ohio site data were used to estimate fraction of waste transported via short-haul (<322 km) and long-haul (>322 km) as well as weighted average distance for each transportation mode. These fractions and distances were used along with the transport mode-specific (i.e., truck, rail) waste fractions calculated from Waste Business Journal (2014) database to estimate tonne-km for each transportation mode. 

A detailed estimate of heavy equipment utilization and equipment-specific fuel combustion was developed based on equipment fuel consumption presented by EREF (1999) and based on the operational lifespans and detailed equipment classifications provided in the US EPA (2014) Motor Vehicle Emissions (MOVES) model.",1.0,kg,0.07806999043089638,0.00021461394395284251,4.145437592042355e-05,4.2958106139948526e-10,0.006870690721418234,0.8481343734798847,0.07608193142891947,5.7421139230717184e-05,1.3948888240397147e-06,0.0008449746220399253,1.7327028899024043e-06,1.4956646568942182e-07,1.5785393936855612e-11,3.978190705874314e-05,0.013106832679809501,0.0007877034469715345,1.9485290979013685e-06,9.011194044829612e-09,0.006444,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
